Sale_ID,Product_ID,Customer_ID,Date,Quantity,Sale_Price,Channel
54,129,2879,2026-04-02,3,939.69,In-Store
55,108,2518,2024-07-30,3,728.79,Online
56,129,2777,2025-05-13,1,313.23,Online
57,113,2907,2024-07-27,3,1401.99,Online
58,120,2729,2026-08-15,3,366.54,In-Store
59,134,2768,2024-08-17,2,262.74,In-Store
60,125,2721,2026-03-31,1,157.77,Online
61,144,2306,2024-09-26,1,726.38,Online
62,107,2461,2026-03-28,3,343.23,Online
63,141,2569,2025-12-18,2,458.8,Online
64,118,2203,2025-02-05,3,250.95,Online
65,110,2663,2025-11-28,2,129.8,Online
66,136,2116,2026-01-29,1,228.69,In-Store
67,118,2533,2026-08-11,2,167.3,Online
68,105,2566,2026-03-17,3,421.98,In-Store
69,129,2893,2026-01-20,1,313.23,In-Store
70,104,2031,2026-05-31,1,51.66,Online
71,126,2055,2026-07-17,2,110.14,In-Store
72,145,2892,2026-04-10,4,622.04,In-Store
73,113,2351,2025-10-27,1,467.33,Online
74,145,2559,2024-03-12,4,622.04,Online
75,146,2448,2026-09-05,4,926.56,Online
76,110,2232,2025-09-28,3,194.7,Online
77,122,2384,2026-09-02,3,407.55,Online
78,131,2481,2025-06-13,1,175.79,Online
79,119,2473,2025-01-23,3,303.3,In-Store
80,107,2567,2026-07-31,4,457.64,Online
81,105,2320,2026-06-08,3,421.98,In-Store
82,127,2453,2026-05-24,2,1528.44,In-Store
83,131,2244,2024-11-06,4,703.16,Online
84,145,2334,2026-09-04,4,622.04,Online
85,135,2559,2024-11-22,2,46.16,In-Store
86,148,2654,2024-03-05,4,244.24,Online
87,121,2583,2026-09-04,1,239.77,Online
88,105,2178,2026-04-16,1,140.66,In-Store
89,121,2770,2025-11-29,4,959.08,Online
90,138,2092,2025-10-17,1,170.69,In-Store
91,135,2652,2026-06-28,3,69.24,Online
92,113,2608,2026-08-11,2,934.66,Online
93,144,2297,2026-04-12,3,2179.14,Online
94,106,2714,2025-07-31,1,520.78,In-Store
95,109,2987,2025-09-04,3,631.86,Online
96,104,2364,2026-03-19,1,51.66,In-Store
97,108,2820,2025-03-01,3,728.79,Online
98,126,2235,2026-05-26,3,165.21,Online
99,135,2398,2025-12-09,2,46.16,In-Store
100,136,2470,2026-06-05,4,914.76,Online
101,119,2841,2024-07-30,2,202.2,In-Store
102,110,2012,2025-05-02,4,259.6,Online
103,106,2973,2025-04-04,2,1041.56,Online
104,128,2864,2026-08-16,2,483.84,Online
105,129,2503,2026-07-26,4,1252.92,Online
106,139,2226,2026-09-06,1,88.25,In-Store
107,146,2491,2025-03-13,3,694.92,Online
108,103,2926,2026-09-06,1,519.06,In-Store
109,108,2476,2026-05-21,4,971.72,Online
110,134,2139,2026-08-29,3,394.11,Online
111,140,2509,2026-05-07,1,137.22,In-Store
112,144,2466,2025-11-23,3,2179.14,In-Store
113,135,2053,2025-12-20,1,23.08,Online
114,137,2446,2025-06-24,3,227.43,Online
115,119,2347,2026-08-02,3,303.3,In-Store
116,148,2038,2026-08-22,3,183.18,In-Store
117,131,2262,2026-03-07,2,351.58,In-Store
118,148,2053,2025-10-28,1,61.06,Online
119,133,2477,2024-05-24,1,43.68,Online
120,118,2253,2026-01-21,3,250.95,Online
121,112,2737,2026-01-11,2,116.2,Online
122,117,2365,2024-08-31,2,95.56,Online
123,122,2183,2025-05-02,1,135.85,In-Store
124,132,2588,2025-01-05,4,473.76,Online
125,147,2238,2026-05-07,2,71.6,In-Store
126,104,2569,2026-01-04,3,154.98,Online
127,126,2053,2026-04-23,4,220.28,Online
128,135,2470,2026-08-16,2,46.16,Online
129,131,2679,2026-01-15,3,527.37,In-Store
130,101,2522,2026-04-21,3,309.06,Online
131,134,2376,2025-06-30,1,131.37,Online
132,128,2917,2025-09-21,3,725.76,Online
133,117,2270,2026-08-20,4,191.12,Online
134,147,2772,2026-09-07,2,71.6,In-Store
135,121,2332,2026-08-19,1,239.77,Online
136,127,2831,2026-05-05,1,764.22,In-Store
137,123,2104,2026-08-07,2,308.44,Online
138,102,2252,2026-05-05,1,238.42,Online
139,114,2939,2026-02-05,1,116.51,Online
140,109,2087,2026-09-01,4,842.48,In-Store
141,108,2802,2026-04-14,2,485.86,Online
142,141,2293,2026-07-07,4,917.6,Online
143,143,2768,2026-04-17,3,591.48,Online
144,118,2161,2025-03-09,1,83.65,Online
145,117,2381,2024-02-10,3,143.34,In-Store
146,113,2432,2025-11-16,4,1869.32,In-Store
147,110,2638,2026-02-03,4,259.6,In-Store
148,129,2607,2026-01-01,3,939.69,Online
149,137,2038,2025-03-01,3,227.43,Online
150,110,2020,2025-06-28,1,64.9,Online
151,110,2657,2026-06-29,3,194.7,Online
152,146,2567,2026-08-01,4,926.56,Online
153,147,2429,2026-08-04,1,35.8,In-Store
154,145,2227,2025-08-05,4,622.04,Online
155,123,2559,2026-07-22,3,462.66,Online
156,142,2391,2025-09-25,1,242.85,Online
157,106,2525,2025-02-11,4,2083.12,Online
158,136,2642,2025-09-26,1,228.69,Online
159,145,2652,2026-04-11,4,622.04,Online
160,132,2623,2026-06-09,1,118.44,Online
161,103,2732,2026-01-21,2,1038.12,Online
162,116,2715,2026-05-17,4,635.16,Online
163,132,2067,2025-07-11,4,473.76,Online
164,122,2040,2026-07-22,1,135.85,Online
165,130,2119,2026-09-05,2,75.9,In-Store
166,103,2233,2025-11-09,2,1038.12,Online
167,140,2647,2026-07-30,1,137.22,In-Store
168,101,2698,2026-07-31,2,206.04,Online
169,130,2906,2026-07-08,2,75.9,In-Store
170,108,2068,2025-10-23,4,971.72,In-Store
171,105,2797,2026-06-23,2,281.32,Online
172,121,2332,2026-09-02,1,239.77,In-Store
173,114,2537,2025-12-17,1,116.51,In-Store
174,108,2175,2025-11-09,3,728.79,In-Store
175,145,2758,2025-09-22,3,466.53,In-Store
176,138,2164,2025-09-07,1,170.69,In-Store
177,140,2101,2026-07-20,4,548.88,In-Store
178,106,2017,2025-04-11,1,520.78,Online
179,146,2183,2025-06-29,3,694.92,Online
180,150,2690,2026-08-17,4,365.8,In-Store
181,134,2207,2026-04-25,4,525.48,Online
182,140,2239,2025-10-30,1,137.22,In-Store
183,140,2183,2026-08-23,1,137.22,Online
184,136,2342,2024-06-22,2,457.38,In-Store
185,107,2118,2026-01-19,3,343.23,In-Store
186,150,2501,2025-09-25,2,182.9,Online
187,110,2054,2024-06-16,4,259.6,Online
188,104,2179,2025-12-25,3,154.98,Online
189,122,2211,2024-11-07,4,543.4,Online
190,135,2105,2026-05-23,2,46.16,In-Store
191,133,2784,2026-06-06,1,43.68,Online
192,129,2897,2026-08-17,3,939.69,Online
193,121,2200,2026-04-10,2,479.54,Online
194,116,2321,2026-07-08,4,635.16,In-Store
195,105,2370,2025-03-15,4,562.64,In-Store
196,128,2477,2026-07-15,2,483.84,In-Store
197,112,2929,2025-04-26,4,232.4,Online
198,113,2134,2026-07-28,3,1401.99,Online
199,103,2204,2025-08-10,1,519.06,Online
200,130,2134,2025-11-09,4,151.8,In-Store
201,119,2759,2025-11-22,2,202.2,In-Store
202,136,2907,2025-10-04,2,457.38,Online
203,114,2405,2026-07-08,4,466.04,Online
204,148,2278,2026-04-23,2,122.12,In-Store
205,115,2322,2026-09-06,2,166.88,In-Store
206,103,2901,2026-07-09,1,519.06,Online
207,103,2729,2026-08-10,4,2076.24,In-Store
208,129,2386,2025-03-19,4,1252.92,In-Store
209,145,2084,2026-09-05,4,622.04,In-Store
210,116,2130,2026-05-17,1,158.79,Online
211,111,2474,2025-11-04,4,230.92,In-Store
212,130,2744,2025-11-23,4,151.8,In-Store
213,112,2876,2025-08-21,3,174.3,Online
214,141,2700,2024-04-02,1,229.4,Online
215,134,2895,2025-12-01,1,131.37,Online
216,145,2420,2025-03-28,2,311.02,Online
217,148,2612,2026-04-06,1,61.06,In-Store
218,124,2944,2026-06-15,1,25.92,Online
219,140,2376,2025-11-30,1,137.22,Online
220,136,2362,2026-02-19,1,228.69,In-Store
221,109,2706,2025-03-13,3,631.86,In-Store
222,131,2530,2026-08-25,2,351.58,In-Store
223,133,2316,2026-02-20,4,174.72,Online
224,123,2056,2026-06-14,4,616.88,Online
225,131,2493,2025-07-14,3,527.37,Online
226,144,2613,2026-09-04,1,726.38,In-Store
227,106,2893,2025-12-09,1,520.78,Online
228,105,2900,2025-07-09,1,140.66,In-Store
229,110,2276,2025-11-06,4,259.6,In-Store
230,141,2877,2025-07-20,1,229.4,Online
231,135,2409,2026-02-25,2,46.16,Online
232,148,2340,2026-06-22,1,61.06,Online
233,115,2191,2024-03-15,3,250.32,Online
234,132,2570,2026-05-15,4,473.76,Online
235,120,2300,2025-11-24,2,244.36,Online
236,119,2228,2025-11-02,1,101.1,In-Store
237,111,2347,2026-02-08,2,115.46,In-Store
238,146,2284,2025-08-04,2,463.28,In-Store
239,121,2238,2025-10-15,2,479.54,Online
240,114,2262,2025-07-22,1,116.51,Online
241,124,2976,2024-05-26,4,103.68,In-Store
242,120,2974,2025-12-23,1,122.18,Online
243,150,2396,2026-08-23,2,182.9,Online
244,101,2929,2024-06-24,3,309.06,Online
245,149,2468,2024-12-24,2,51.26,In-Store
246,129,2725,2026-07-13,3,939.69,Online
247,109,2728,2024-05-28,1,210.62,Online
248,115,2027,2025-09-15,4,333.76,Online
249,139,2093,2024-04-28,2,176.5,In-Store
250,150,2519,2026-06-17,3,274.35,In-Store
251,129,2025,2026-01-26,1,313.23,In-Store
252,121,2386,2026-04-25,1,239.77,Online
253,128,2389,2026-05-01,3,725.76,Online
254,123,2367,2026-03-28,3,462.66,Online
255,106,2975,2026-03-20,2,1041.56,Online
256,129,2737,2025-07-02,3,939.69,In-Store
257,147,2803,2026-01-24,4,143.2,In-Store
258,110,2835,2026-08-11,2,129.8,Online
259,134,2470,2026-08-31,3,394.11,Online
260,149,2934,2026-08-23,4,102.52,Online
261,118,2007,2026-07-05,4,334.6,In-Store
262,137,2546,2025-12-05,2,151.62,In-Store
263,119,2187,2025-02-11,4,404.4,Online
264,138,2823,2025-02-18,3,512.07,Online
265,115,2549,2026-02-18,1,83.44,Online
266,141,2152,2025-11-25,4,917.6,Online
267,127,2647,2026-06-13,2,1528.44,Online
268,116,2908,2025-11-24,1,158.79,Online
269,105,2764,2026-08-02,3,421.98,In-Store
270,117,2474,2026-03-18,4,191.12,Online
271,102,2367,2026-08-24,3,715.26,In-Store
272,121,2573,2024-07-29,4,959.08,In-Store
273,118,2352,2024-08-10,3,250.95,Online
274,104,2629,2026-06-16,3,154.98,Online
275,105,2522,2026-08-27,2,281.32,In-Store
276,135,2764,2024-10-04,3,69.24,Online
277,120,2828,2026-04-11,3,366.54,Online
278,123,2096,2026-07-27,2,308.44,Online
279,124,2135,2026-06-30,4,103.68,Online
280,107,2334,2026-07-24,2,228.82,In-Store
281,136,2496,2026-04-14,1,228.69,Online
282,108,2453,2025-09-03,2,485.86,Online
283,145,2473,2025-06-17,3,466.53,In-Store
284,134,2814,2026-09-03,3,394.11,In-Store
285,148,2707,2024-05-08,1,61.06,In-Store
286,110,2128,2026-04-14,2,129.8,Online
287,106,2126,2026-02-02,4,2083.12,Online
288,131,2079,2026-08-13,4,703.16,Online
289,143,2198,2024-04-16,1,197.16,Online
290,103,2119,2026-04-20,1,519.06,Online
291,107,2660,2026-07-27,1,114.41,In-Store
292,112,2205,2025-09-30,3,174.3,Online
293,118,2092,2026-08-24,3,250.95,Online
294,150,2160,2026-07-17,2,182.9,In-Store
295,138,2561,2024-05-21,1,170.69,In-Store
296,119,2217,2024-10-21,2,202.2,In-Store
297,107,2004,2026-07-02,2,228.82,In-Store
298,124,2853,2025-11-23,2,51.84,Online
299,112,2664,2025-01-19,3,174.3,Online
300,115,2417,2026-08-11,4,333.76,Online
301,108,2761,2026-08-17,4,971.72,Online
302,149,2512,2025-12-20,3,76.89,Online
303,106,2548,2026-01-25,3,1562.34,Online
304,130,2117,2025-04-13,3,113.85,Online
305,119,2227,2025-08-29,4,404.4,In-Store
306,131,2859,2026-08-12,3,527.37,In-Store
307,144,2012,2026-09-01,1,726.38,Online
308,108,2431,2024-05-08,2,485.86,Online
309,107,2391,2025-08-13,2,228.82,Online
310,122,2360,2024-11-05,2,271.7,In-Store
311,108,2846,2026-04-08,2,485.86,Online
312,149,2721,2025-12-28,3,76.89,Online
313,126,2351,2026-07-31,4,220.28,In-Store
314,107,2278,2026-05-20,1,114.41,Online
315,141,2483,2026-02-08,2,458.8,Online
316,105,2100,2026-06-03,4,562.64,Online
317,139,2971,2025-11-02,3,264.75,In-Store
318,107,2299,2026-07-25,1,114.41,In-Store
319,113,2766,2026-04-10,3,1401.99,Online
320,135,2483,2026-02-23,3,69.24,In-Store
321,128,2537,2025-02-23,1,241.92,Online
322,129,2442,2026-03-27,4,1252.92,Online
323,143,2035,2026-04-04,3,591.48,In-Store
324,120,2484,2024-11-02,4,488.72,Online
325,144,2763,2026-06-09,4,2905.52,In-Store
326,131,2681,2025-11-13,4,703.16,In-Store
327,104,2856,2026-08-23,4,206.64,Online
328,140,2488,2025-11-03,3,411.66,Online
329,138,2316,2025-10-21,1,170.69,In-Store
330,148,2837,2025-07-20,1,61.06,Online
331,123,2374,2026-09-03,3,462.66,Online
332,116,2345,2026-08-20,2,317.58,In-Store
333,106,2642,2026-04-27,1,520.78,Online
334,102,2116,2024-10-22,3,715.26,Online
335,137,2453,2026-02-27,4,303.24,Online
336,138,2023,2026-06-23,1,170.69,Online
337,121,2372,2026-07-04,1,239.77,Online
338,114,2101,2026-09-02,3,349.53,Online
339,111,2495,2025-10-10,3,173.19,Online
340,132,2968,2025-03-15,1,118.44,In-Store
341,104,2215,2024-09-27,3,154.98,In-Store
342,140,2393,2026-08-04,1,137.22,In-Store
343,118,2096,2026-03-25,1,83.65,In-Store
344,128,2799,2026-06-20,2,483.84,Online
345,120,2795,2026-08-26,3,366.54,Online
346,113,2656,2026-03-29,4,1869.32,Online
347,130,2251,2026-07-26,2,75.9,Online
348,137,2621,2026-06-17,4,303.24,In-Store
349,118,2652,2026-07-06,4,334.6,In-Store
350,134,2722,2025-08-19,2,262.74,Online
351,110,2455,2025-10-25,3,194.7,Online
352,141,2404,2025-01-31,2,458.8,Online
353,142,2267,2026-08-04,2,485.7,Online
354,126,2683,2026-08-17,2,110.14,Online
355,116,2147,2026-09-06,3,476.37,Online
356,128,2479,2026-08-02,1,241.92,In-Store
357,102,2158,2026-06-12,3,715.26,Online
358,142,2650,2025-03-06,1,242.85,Online
359,106,2782,2025-08-10,3,1562.34,In-Store
360,127,2296,2024-11-01,3,2292.66,Online
361,147,2389,2026-09-04,2,71.6,In-Store
362,108,2113,2026-07-05,3,728.79,Online
363,139,2886,2025-01-23,1,88.25,Online
364,148,2324,2026-05-12,2,122.12,Online
365,112,2219,2026-01-24,2,116.2,Online
366,138,2432,2025-03-18,1,170.69,Online
367,108,2525,2026-02-14,3,728.79,In-Store
368,116,2416,2025-12-07,3,476.37,In-Store
369,120,2359,2025-10-06,1,122.18,In-Store
370,145,2038,2025-02-12,2,311.02,Online
371,141,2543,2024-12-26,3,688.2,Online
372,129,2526,2025-09-17,4,1252.92,Online
373,117,2910,2026-05-26,3,143.34,Online
374,116,2937,2026-07-20,3,476.37,In-Store
375,129,2863,2025-03-03,3,939.69,Online
376,106,2789,2025-08-25,4,2083.12,Online
377,146,2733,2026-01-05,4,926.56,Online
378,133,2825,2025-07-25,1,43.68,Online
379,148,2413,2026-08-08,3,183.18,Online
380,104,2691,2026-08-01,2,103.32,Online
381,101,2791,2024-10-27,4,412.08,In-Store
382,137,2621,2026-07-20,1,75.81,Online
383,146,2157,2026-07-16,2,463.28,In-Store
384,121,2682,2026-04-11,4,959.08,Online
385,117,2876,2024-11-15,2,95.56,In-Store
386,119,2827,2026-07-13,2,202.2,Online
387,126,2407,2025-09-30,4,220.28,In-Store
388,136,2226,2026-08-31,2,457.38,Online
389,117,2973,2025-06-07,2,95.56,Online
390,139,2392,2026-03-16,3,264.75,In-Store
391,111,2091,2025-09-27,1,57.73,Online
392,150,2715,2026-02-25,4,365.8,Online
393,113,2119,2026-03-26,3,1401.99,Online
394,109,2744,2026-05-25,4,842.48,In-Store
395,119,2593,2026-04-25,2,202.2,Online
396,102,2183,2025-08-26,3,715.26,Online
397,116,2235,2026-01-03,3,476.37,In-Store
398,106,2680,2026-05-15,1,520.78,Online
399,145,2130,2026-05-24,4,622.04,In-Store
400,128,2709,2026-09-03,3,725.76,Online
401,104,2096,2025-11-03,3,154.98,In-Store
402,139,2465,2026-02-17,1,88.25,Online
403,120,2256,2026-05-10,4,488.72,Online
404,103,2130,2026-07-24,2,1038.12,Online
405,122,2170,2026-06-18,4,543.4,In-Store
406,128,2091,2026-03-13,2,483.84,Online
407,109,2118,2025-05-15,4,842.48,Online
408,119,2745,2026-04-21,3,303.3,In-Store
409,134,2829,2025-08-19,3,394.11,Online
410,148,2894,2026-06-23,4,244.24,In-Store
411,143,2546,2026-07-11,4,788.64,Online
412,115,2191,2024-04-17,2,166.88,Online
413,146,2464,2025-10-11,4,926.56,Online
414,103,2117,2025-11-15,4,2076.24,Online
415,132,2989,2026-03-17,4,473.76,Online
416,108,2114,2024-09-13,3,728.79,Online
417,112,2204,2026-01-17,2,116.2,In-Store
418,143,2823,2025-11-12,2,394.32,In-Store
419,134,2997,2025-11-13,2,262.74,Online
420,150,2920,2024-12-24,4,365.8,Online
421,119,2888,2025-04-15,1,101.1,Online
422,107,2368,2026-09-07,3,343.23,In-Store
423,146,2031,2025-10-23,4,926.56,Online
424,139,2621,2026-07-08,1,88.25,Online
425,140,2968,2026-06-23,4,548.88,Online
426,114,2946,2025-06-23,1,116.51,Online
427,148,2318,2025-03-26,1,61.06,In-Store
428,106,2950,2024-12-20,4,2083.12,Online
429,106,2181,2026-03-04,1,520.78,In-Store
430,119,2162,2026-03-23,2,202.2,Online
431,148,2296,2025-11-13,3,183.18,In-Store
432,107,2129,2026-06-22,3,343.23,In-Store
433,125,2202,2026-08-12,4,631.08,Online
434,106,2554,2026-08-03,4,2083.12,Online
435,141,2606,2026-04-06,4,917.6,Online
436,130,2043,2026-05-17,2,75.9,In-Store
437,141,2933,2026-08-06,1,229.4,Online
438,131,2463,2025-04-21,3,527.37,In-Store
439,120,2985,2026-06-16,2,244.36,In-Store
440,136,2421,2024-01-19,1,228.69,Online
441,128,2507,2026-06-15,4,967.68,Online
442,117,2457,2026-05-28,3,143.34,Online
443,133,2577,2026-02-16,1,43.68,Online
444,112,2737,2025-08-19,2,116.2,Online
445,146,2046,2025-04-01,3,694.92,Online
446,149,2579,2026-03-02,4,102.52,In-Store
447,112,2805,2026-07-05,2,116.2,In-Store
448,139,2079,2026-09-08,3,264.75,Online
449,101,2428,2024-09-12,4,412.08,Online
450,131,2013,2026-08-04,4,703.16,Online
451,139,2871,2026-08-15,4,353.0,Online
452,145,2611,2026-03-01,4,622.04,Online
453,101,2089,2024-07-21,2,206.04,Online
454,113,2812,2026-08-02,1,467.33,In-Store
455,142,2474,2025-05-24,2,485.7,Online
456,113,2844,2026-07-23,1,467.33,Online
457,131,2768,2024-10-07,4,703.16,Online
458,110,2118,2026-07-29,4,259.6,Online
459,138,2465,2026-05-26,2,341.38,In-Store
460,104,2293,2026-08-17,3,154.98,Online
461,146,2103,2026-04-27,4,926.56,Online
462,139,2850,2026-06-26,3,264.75,Online
463,133,2481,2026-01-14,4,174.72,In-Store
464,102,2710,2025-07-10,4,953.68,In-Store
465,118,2312,2026-06-03,4,334.6,Online
466,142,2118,2026-03-07,3,728.55,Online
467,111,2693,2024-05-21,3,173.19,In-Store
468,115,2463,2026-04-23,2,166.88,In-Store
469,139,2909,2026-01-16,4,353.0,In-Store
470,146,2885,2026-06-09,4,926.56,Online
471,131,2832,2026-03-04,2,351.58,In-Store
472,143,2208,2026-09-01,4,788.64,In-Store
473,139,2175,2025-12-27,4,353.0,Online
474,120,2793,2026-08-28,2,244.36,In-Store
475,123,2548,2026-01-19,3,462.66,Online
476,133,2670,2024-07-29,1,43.68,Online
477,140,2332,2026-08-15,2,274.44,Online
478,117,2552,2026-03-17,3,143.34,Online
479,136,2768,2026-07-06,3,686.07,In-Store
480,139,2856,2026-08-23,1,88.25,Online
481,130,2927,2026-05-12,1,37.95,Online
482,107,2781,2025-10-15,1,114.41,In-Store
483,114,2106,2025-06-08,3,349.53,In-Store
484,129,2724,2026-09-03,4,1252.92,Online
485,122,2152,2026-01-29,2,271.7,Online
486,127,2850,2026-04-15,1,764.22,In-Store
487,122,2834,2025-12-31,3,407.55,In-Store
488,124,2172,2025-10-03,4,103.68,Online
489,110,2622,2025-05-31,4,259.6,In-Store
490,127,2135,2026-07-18,4,3056.88,Online
491,144,2950,2025-05-07,3,2179.14,Online
492,146,2436,2025-12-05,1,231.64,Online
493,150,2332,2026-09-02,2,182.9,Online
494,103,2066,2026-07-21,2,1038.12,In-Store
495,146,2060,2026-08-19,3,694.92,Online
496,147,2393,2026-08-14,3,107.4,Online
497,134,2008,2026-05-15,2,262.74,Online
498,135,2439,2025-08-24,4,92.32,Online
499,150,2888,2026-05-08,2,182.9,Online
500,125,2085,2025-08-20,2,315.54,In-Store
501,114,2993,2025-07-15,1,116.51,In-Store
502,122,2542,2026-06-18,2,271.7,Online
503,135,2030,2026-05-06,3,69.24,In-Store
504,147,2832,2026-01-06,4,143.2,In-Store
505,124,2111,2024-05-31,3,77.76,In-Store
506,149,2349,2025-09-09,1,25.63,Online
507,130,2296,2024-09-02,3,113.85,In-Store
508,137,2803,2026-07-04,2,151.62,Online
509,146,2297,2025-12-02,2,463.28,Online
510,107,2512,2025-04-10,3,343.23,In-Store
511,130,2574,2026-06-10,1,37.95,In-Store
512,106,2708,2026-05-24,1,520.78,Online
513,131,2418,2024-11-25,2,351.58,Online
514,134,2079,2026-07-31,4,525.48,In-Store
515,126,2549,2026-07-29,3,165.21,In-Store
516,129,2491,2026-03-31,4,1252.92,Online
517,133,2824,2026-03-01,2,87.36,Online
518,146,2707,2024-08-19,1,231.64,In-Store
519,148,2448,2026-06-19,2,122.12,In-Store
520,139,2364,2025-01-02,4,353.0,Online
521,103,2121,2025-11-26,2,1038.12,Online
522,120,2366,2026-06-30,3,366.54,Online
523,110,2030,2024-07-06,4,259.6,Online
524,119,2938,2024-12-09,2,202.2,In-Store
525,101,2817,2026-08-29,1,103.02,In-Store
526,127,2342,2024-08-02,4,3056.88,In-Store
527,122,2305,2026-08-31,4,543.4,Online
528,149,2833,2026-01-11,2,51.26,In-Store
529,143,2629,2026-07-10,4,788.64,In-Store
530,106,2869,2026-07-13,4,2083.12,Online
531,122,2233,2026-04-24,1,135.85,Online
532,111,2732,2025-12-26,1,57.73,In-Store
533,136,2622,2025-08-04,1,228.69,In-Store
534,135,2087,2026-09-01,1,23.08,In-Store
535,131,2514,2026-06-15,1,175.79,Online
536,112,2650,2026-03-05,1,58.1,Online
537,146,2786,2026-01-16,4,926.56,Online
538,121,2804,2026-01-20,4,959.08,In-Store
539,102,2046,2026-07-01,3,715.26,Online
540,134,2183,2025-04-23,3,394.11,Online
541,107,2259,2026-01-26,2,228.82,Online
542,150,2141,2026-03-04,1,91.45,In-Store
543,144,2302,2026-09-03,2,1452.76,Online
544,112,2607,2026-04-23,1,58.1,Online
545,121,2296,2024-12-07,2,479.54,Online
546,125,2894,2026-06-16,1,157.77,Online
547,132,2204,2025-11-30,4,473.76,Online
548,130,2268,2025-05-21,4,151.8,Online
549,141,2476,2026-06-10,2,458.8,Online
550,144,2268,2026-02-20,1,726.38,In-Store
551,109,2763,2026-09-02,3,631.86,In-Store
552,141,2398,2024-12-14,2,458.8,In-Store
553,116,2368,2025-08-14,4,635.16,In-Store
554,130,2444,2023-11-04,3,113.85,In-Store
555,118,2001,2026-05-17,3,250.95,Online
556,141,3000,2026-06-03,2,458.8,In-Store
557,103,2842,2024-11-19,2,1038.12,In-Store
558,106,2554,2026-07-02,4,2083.12,Online
559,128,2831,2026-07-12,2,483.84,In-Store
560,121,2498,2026-04-09,3,719.31,Online
561,118,2977,2026-06-24,2,167.3,Online
562,139,2335,2026-07-06,3,264.75,Online
563,142,2913,2026-08-15,1,242.85,In-Store
564,101,2471,2026-08-05,2,206.04,Online
565,146,2546,2025-11-21,4,926.56,Online
566,142,2529,2026-08-16,1,242.85,In-Store
567,129,2032,2026-09-03,1,313.23,Online
568,139,2971,2025-10-30,3,264.75,Online
569,145,2180,2026-05-10,1,155.51,Online
570,129,2455,2025-09-30,1,313.23,In-Store
571,144,2739,2025-05-28,3,2179.14,In-Store
572,141,2091,2026-06-06,3,688.2,In-Store
573,124,2234,2026-08-18,1,25.92,Online
574,146,2485,2026-08-31,2,463.28,Online
575,141,2198,2026-07-02,4,917.6,Online
576,132,2873,2026-08-09,2,236.88,In-Store
577,137,2196,2026-07-16,2,151.62,Online
578,109,2579,2025-01-27,3,631.86,In-Store
579,134,2857,2026-06-18,3,394.11,In-Store
580,145,2849,2024-03-06,3,466.53,In-Store
581,128,2885,2025-06-05,1,241.92,Online
582,118,2426,2025-04-13,1,83.65,In-Store
583,134,2460,2026-02-13,1,131.37,In-Store
584,127,2048,2026-08-20,4,3056.88,Online
