Sale_ID,Product_ID,Customer_ID,Date,Quantity,Sale_Price,Channel,Campaign_ID
155,124,2010,2022-09-05,2,174.26,In-Store,90
156,185,2010,2025-04-15,5,143.79,In-Store,137
157,188,2010,2024-02-28,3,12.93,Online,40
158,137,2010,2024-08-09,1,90.95,Online,49
159,149,2010,2024-04-14,1,64.92,Online,44
160,194,2010,2025-04-15,2,70.1,In-Store,137
161,157,2011,2024-02-27,4,140.43,Online,41
162,171,2011,2025-08-03,2,117.28,Online,68
163,198,2011,2024-04-11,5,167.93,TV,335
164,115,2011,2025-05-12,1,114.62,Social,212
165,102,2011,2025-07-18,2,175.2,Online,67
166,139,2011,2025-02-26,3,162.16,Social,209
167,128,2011,2024-11-14,2,69.61,In-Store,129
168,181,2011,2025-03-27,2,231.25,In-Store,137
169,122,2011,2025-05-20,1,224.2,Online,65
170,196,2011,2024-02-24,5,162.21,TV,334
171,127,2011,2025-01-06,5,184.65,TV,349
172,196,2011,2024-09-11,3,162.21,In-Store,125
173,196,2011,2025-11-30,3,162.21,Online,74
174,122,2011,2024-09-15,4,224.2,TV,344
175,129,2011,2024-09-22,2,269.37,In-Store,125
176,197,2011,2023-10-24,1,270.16,Email,255
177,129,2011,2025-09-09,5,269.37,Social,217
178,172,2011,2025-10-11,4,75.03,Online,70
179,170,2011,2025-08-16,5,124.94,Online,68
180,146,2011,2025-09-08,1,28.76,Online,70
181,153,2012,2024-12-20,3,44.91,Online,57
182,152,2012,2025-03-06,1,72.34,Online,60
183,154,2012,2024-12-05,3,39.53,Email,279
184,163,2012,2024-11-15,4,115.65,Online,54
185,152,2012,2024-12-11,1,72.34,In-Store,131
186,172,2012,2024-10-13,3,75.03,Online,53
187,187,2012,2025-03-18,3,95.73,Social,210
188,107,2012,2024-09-11,2,110.76,Online,51
189,182,2012,2024-12-21,4,73.37,TV,348
190,114,2012,2024-09-20,1,120.5,Online,51
191,186,2012,2025-03-24,2,29.78,Online,60
192,121,2013,2024-09-11,3,126.42,In-Store,125
193,151,2013,2025-03-30,2,170.44,In-Store,136
194,125,2013,2025-08-24,5,25.35,In-Store,143
195,131,2013,2022-11-03,1,76.52,Online,15
196,129,2013,2025-09-02,5,269.37,In-Store,143
197,151,2013,2024-01-05,1,170.44,TV,331
198,136,2013,2025-06-18,5,134.23,Social,213
199,193,2013,2022-06-27,1,28.68,Social,161
200,108,2013,2024-04-14,4,127.37,Online,43
201,101,2013,2025-05-19,3,116.4,Online,64
202,162,2013,2022-09-20,2,23.29,Online,13
203,162,2013,2024-10-30,3,23.29,Online,54
204,116,2013,2023-07-26,5,161.44,Social,181
205,129,2013,2023-09-28,4,269.37,TV,325
206,165,2013,2023-11-16,3,213.33,Online,35
207,170,2013,2025-12-26,1,124.94,Online,77
208,161,2013,2022-08-11,3,233.25,Social,163
209,142,2013,2023-11-11,2,298.93,TV,328
210,183,2013,2022-10-12,5,127.82,In-Store,92
211,178,2013,2022-11-19,5,58.92,Online,17
212,184,2013,2023-01-04,5,120.25,Online,19
213,136,2013,2022-10-25,4,134.23,Online,15
214,136,2013,2022-11-03,1,134.23,Email,237
215,168,2013,2024-12-14,5,151.07,In-Store,130
216,136,2013,2022-11-04,1,134.23,In-Store,92
217,117,2013,2024-02-16,4,214.01,Online,40
218,158,2013,2024-10-11,5,132.56,In-Store,127
219,108,2013,2025-12-21,4,127.37,Online,77
220,130,2013,2024-11-15,5,117.61,Online,55
221,122,2013,2022-08-15,3,224.2,In-Store,88
222,175,2013,2023-01-30,5,285.32,In-Store,97
223,184,2013,2025-10-19,2,120.25,Email,293
224,173,2013,2023-03-08,3,100.75,Online,22
225,146,2014,2024-03-25,4,28.76,Online,42
226,103,2014,2023-05-13,2,74.85,In-Store,101
227,111,2014,2025-01-20,1,78.12,Online,58
228,180,2014,2024-04-12,4,97.9,Online,43
229,159,2014,2023-08-02,3,21.52,Online,30
230,167,2014,2024-06-04,2,75.91,Online,46
231,189,2014,2023-09-14,3,47.31,In-Store,107
232,199,2014,2024-03-25,3,105.38,Online,43
233,152,2014,2023-07-19,1,72.34,Online,30
234,181,2015,2022-12-13,5,231.25,Social,170
235,133,2015,2025-04-10,4,129.42,Online,61
236,200,2015,2023-04-06,2,213.63,In-Store,100
237,170,2015,2024-01-20,4,124.94,In-Store,113
238,198,2015,2024-10-04,3,167.93,Social,202
239,101,2015,2025-04-24,5,116.4,Online,63
240,177,2015,2023-12-25,4,296.45,Social,188
241,140,2015,2022-05-17,1,139.7,In-Store,85
242,119,2015,2023-06-06,2,193.28,Online,28
243,186,2015,2023-12-30,4,29.78,Online,38
244,131,2015,2023-03-04,1,76.52,Online,22
245,118,2015,2022-07-21,5,128.58,Online,9
246,164,2015,2023-10-08,5,91.03,Email,254
247,118,2015,2024-02-27,1,128.58,Online,41
248,120,2015,2023-09-24,3,186.86,In-Store,107
249,200,2015,2024-01-16,2,213.63,Online,39
250,191,2015,2022-04-05,3,196.98,Email,228
251,164,2015,2022-04-03,2,91.03,Online,5
252,102,2015,2022-10-05,2,175.2,Online,13
253,147,2015,2023-06-26,3,193.11,In-Store,104
254,115,2015,2025-02-03,5,114.62,Social,207
255,113,2015,2022-07-03,2,122.3,In-Store,87
256,126,2015,2023-03-19,3,62.9,Online,23
257,138,2015,2024-07-18,2,115.15,Email,268
258,154,2015,2025-08-04,5,39.53,Online,68
259,133,2015,2022-12-21,1,129.42,In-Store,95
260,130,2016,2024-08-14,1,117.61,Social,200
261,159,2016,2024-07-12,3,21.52,Social,198
262,186,2016,2024-05-08,1,29.78,In-Store,119
263,168,2017,2025-11-16,5,151.07,Online,74
264,185,2017,2025-12-17,3,143.79,Online,76
265,157,2017,2025-06-15,3,140.43,Online,65
266,167,2017,2025-07-04,4,75.91,Online,66
267,192,2017,2025-10-13,5,22.56,In-Store,146
268,177,2017,2024-09-25,2,296.45,Online,52
269,120,2017,2024-10-23,3,186.86,Online,53
270,117,2017,2025-03-18,3,214.01,Online,61
271,183,2017,2024-05-22,1,127.82,Online,46
272,136,2017,2025-08-10,5,134.23,Online,68
273,130,2017,2025-08-03,4,117.61,Online,68
274,144,2017,2025-05-13,4,22.73,Online,64
275,165,2017,2025-03-23,4,213.33,Online,61
276,136,2017,2025-12-17,1,134.23,Online,76
277,124,2017,2025-07-23,1,174.26,In-Store,142
278,168,2017,2024-10-16,1,151.07,Online,53
279,170,2017,2025-09-07,2,124.94,In-Store,143
280,129,2017,2024-11-08,3,269.37,Online,55
281,179,2017,2025-11-05,5,69.62,Email,293
282,193,2017,2024-03-05,3,28.68,Social,192
283,146,2017,2025-04-14,5,28.76,In-Store,137
284,101,2018,2022-06-09,3,116.4,Online,8
285,153,2018,2023-08-31,1,44.91,Social,182
286,125,2018,2023-12-05,1,25.35,Online,36
287,163,2018,2023-03-05,3,115.65,Online,22
288,160,2019,2024-11-15,4,74.86,In-Store,128
289,122,2019,2024-07-09,1,224.2,Online,48
290,114,2019,2023-10-03,4,120.5,Online,33
291,177,2019,2024-06-27,1,296.45,Online,47
292,151,2019,2024-11-05,3,170.44,Email,277
293,112,2019,2023-04-03,3,58.11,Online,23
294,123,2019,2024-05-27,4,28.54,In-Store,120
295,155,2019,2025-03-01,3,71.21,In-Store,135
296,144,2019,2024-10-26,2,22.73,Online,53
297,143,2019,2025-11-24,5,18.47,In-Store,147
298,141,2019,2024-12-01,5,75.02,Social,205
299,186,2019,2025-12-22,4,29.78,Online,77
300,200,2019,2024-04-23,1,213.63,Online,43
301,132,2019,2025-12-04,3,146.35,Online,74
302,199,2019,2023-07-09,2,105.38,Online,29
303,174,2019,2025-02-27,1,89.89,Online,59
304,186,2020,2023-10-30,2,29.78,Online,34
305,160,2020,2023-09-10,1,74.86,Online,33
306,145,2020,2023-11-08,3,87.44,Online,35
307,115,2020,2023-12-22,1,114.62,Online,37
308,169,2020,2023-11-26,1,105.46,Online,36
309,164,2021,2025-01-15,4,91.03,Online,58
310,141,2021,2024-12-07,1,75.02,Online,55
311,174,2021,2024-09-02,4,89.89,Online,51
312,126,2021,2025-01-26,1,62.9,Online,59
313,101,2021,2024-12-06,2,116.4,Online,55
314,148,2021,2025-02-15,2,47.75,Online,59
315,144,2021,2025-02-20,4,22.73,Online,60
316,106,2021,2025-02-15,3,41.44,In-Store,135
317,130,2021,2024-10-05,4,117.61,Online,52
318,174,2021,2024-12-04,1,89.89,TV,347
319,187,2021,2025-02-16,4,95.73,Online,59
320,131,2021,2025-02-08,4,76.52,In-Store,134
321,192,2021,2025-05-29,2,22.56,Online,65
322,164,2021,2024-10-10,4,91.03,Online,52
323,191,2022,2025-11-11,4,196.98,Online,73
324,160,2022,2025-10-29,4,74.86,In-Store,147
325,121,2022,2025-12-18,4,126.42,Online,77
326,163,2022,2025-09-11,4,115.65,Online,70
327,129,2022,2025-10-02,5,269.37,Online,71
328,129,2022,2025-10-22,2,269.37,Social,219
329,127,2022,2025-01-18,5,184.65,Online,58
330,117,2022,2024-12-03,2,214.01,Email,279
331,124,2022,2025-05-28,5,174.26,Online,65
332,118,2022,2025-05-06,1,128.58,Online,63
333,161,2022,2025-12-03,4,233.25,Online,75
334,194,2022,2025-02-13,4,70.1,Online,59
335,113,2022,2025-09-22,4,122.3,Online,70
336,106,2022,2025-11-15,2,41.44,Online,74
337,102,2022,2024-11-04,2,175.2,Online,54
338,187,2022,2025-11-17,4,95.73,Online,73
339,189,2022,2025-08-06,4,47.31,Online,68
340,142,2022,2025-12-24,2,298.93,Online,76
341,172,2022,2024-11-08,2,75.03,Online,54
342,110,2022,2025-07-30,2,138.19,Online,68
343,177,2022,2025-11-24,3,296.45,Online,74
344,101,2023,2024-12-18,5,116.4,Online,57
345,196,2023,2025-08-21,5,162.21,In-Store,143
346,164,2023,2025-08-31,1,91.03,Online,69
347,156,2023,2025-02-03,5,13.54,Online,59
348,177,2023,2025-09-29,2,296.45,Email,292
349,187,2023,2025-03-09,2,95.73,Online,60
350,124,2023,2025-04-02,1,174.26,Online,61
351,170,2023,2024-12-06,1,124.94,Online,55
352,132,2023,2025-11-24,2,146.35,In-Store,148
353,182,2023,2024-09-21,1,73.37,Social,201
354,157,2023,2025-02-11,2,140.43,In-Store,134
355,113,2023,2025-12-21,4,122.3,Online,76
356,120,2023,2024-12-17,3,186.86,Online,57
357,170,2023,2025-03-23,1,124.94,Online,61
358,142,2023,2025-04-21,3,298.93,In-Store,138
359,108,2023,2025-03-06,2,127.37,Online,60
360,184,2023,2025-09-26,1,120.25,In-Store,145
361,193,2023,2025-10-09,5,28.68,Online,70
362,146,2023,2024-10-17,4,28.76,In-Store,127
363,101,2023,2025-09-28,3,116.4,Online,70
364,181,2023,2025-09-23,3,231.25,TV,361
365,162,2023,2025-08-06,3,23.29,Online,68
366,136,2023,2025-12-09,4,134.23,Online,76
367,125,2024,2023-11-20,1,25.35,Online,36
368,183,2024,2024-01-31,1,127.82,Online,40
369,128,2024,2024-11-18,4,69.61,In-Store,129
370,192,2024,2024-05-13,1,22.56,Online,46
371,101,2024,2023-11-03,3,116.4,Online,34
372,174,2024,2024-01-26,2,89.89,Online,40
373,169,2024,2024-09-03,2,105.46,In-Store,124
374,130,2024,2024-05-15,2,117.61,Email,265
375,121,2024,2023-10-26,4,126.42,In-Store,108
376,187,2024,2023-11-05,3,95.73,Online,34
377,183,2025,2025-07-18,5,127.82,In-Store,142
378,193,2025,2024-07-02,3,28.68,In-Store,121
379,141,2025,2023-12-25,3,75.02,Online,37
380,133,2025,2023-12-01,2,129.42,Social,187
381,163,2025,2025-04-16,5,115.65,Social,211
382,120,2025,2024-10-19,4,186.86,In-Store,128
383,162,2025,2023-07-10,1,23.29,TV,322
384,155,2025,2023-06-27,2,71.21,Email,249
385,166,2025,2023-09-10,5,151.16,Online,33
386,140,2025,2025-07-27,2,139.7,Online,68
387,167,2025,2024-07-14,3,75.91,Online,48
388,200,2025,2023-11-23,2,213.63,In-Store,111
389,120,2025,2024-03-10,4,186.86,TV,335
390,121,2025,2023-11-27,4,126.42,Online,36
391,106,2025,2024-05-07,2,41.44,Online,45
392,138,2025,2024-07-10,4,115.15,In-Store,122
393,169,2025,2025-08-21,4,105.46,Online,69
394,155,2025,2024-05-29,1,71.21,In-Store,121
395,117,2025,2025-12-03,5,214.01,Online,74
396,122,2025,2025-05-18,4,224.2,Online,64
397,120,2025,2024-08-11,5,186.86,In-Store,123
398,142,2026,2023-11-27,2,298.93,Online,36
399,120,2026,2024-01-21,5,186.86,In-Store,113
400,101,2026,2024-07-28,4,116.4,Email,270
401,135,2026,2025-08-09,4,62.14,Online,69
402,181,2026,2025-03-04,1,231.25,TV,351
403,193,2026,2023-11-15,5,28.68,Online,36
404,103,2026,2025-08-30,3,74.85,In-Store,144
405,173,2026,2025-08-18,5,100.75,In-Store,143
406,197,2026,2025-04-21,1,270.16,In-Store,138
407,161,2026,2024-09-17,2,233.25,Online,51
408,173,2026,2025-10-20,1,100.75,In-Store,146
409,157,2026,2025-05-01,5,140.43,Online,63
410,139,2026,2025-06-07,2,162.16,In-Store,140
411,163,2026,2025-05-19,1,115.65,Online,65
412,151,2026,2023-10-13,4,170.44,Online,33
413,186,2026,2025-03-02,1,29.78,Online,60
414,124,2027,2025-03-20,4,174.26,Online,60
415,114,2027,2024-07-15,5,120.5,In-Store,123
416,177,2027,2024-12-27,4,296.45,In-Store,132
417,183,2027,2023-05-06,5,127.82,In-Store,101
418,135,2027,2024-10-10,3,62.14,In-Store,127
419,162,2027,2025-01-28,1,23.29,TV,350
420,168,2027,2025-08-08,1,151.07,In-Store,142
421,132,2027,2025-03-09,3,146.35,In-Store,136
422,120,2027,2023-10-20,2,186.86,In-Store,108
423,193,2027,2023-12-15,5,28.68,Email,258
424,154,2027,2025-05-15,2,39.53,Online,65
425,193,2027,2023-03-05,2,28.68,Online,22
426,159,2027,2025-02-19,5,21.52,Online,59
427,151,2027,2023-10-11,1,170.44,Online,34
428,157,2028,2024-02-28,2,140.43,Online,40
429,136,2028,2025-01-31,1,134.23,Online,58
430,173,2028,2025-04-22,5,100.75,In-Store,137
431,196,2028,2023-04-26,5,162.21,In-Store,100
432,190,2028,2024-04-02,3,121.42,Email,263
433,139,2028,2024-07-11,5,162.16,Online,48
434,165,2028,2024-03-28,3,213.33,TV,335
435,102,2028,2025-06-28,3,175.2,In-Store,141
436,118,2028,2024-04-05,3,128.58,Social,193
437,151,2028,2025-06-17,4,170.44,Social,213
438,179,2028,2024-04-29,2,69.62,Online,45
439,157,2028,2023-07-18,3,140.43,TV,323
440,113,2028,2025-04-22,3,122.3,Online,62
441,120,2028,2025-02-14,4,186.86,Online,59
442,127,2028,2025-01-19,3,184.65,Online,58
443,195,2028,2024-03-17,3,109.44,In-Store,117
444,147,2028,2023-11-09,4,193.11,In-Store,110
445,198,2028,2025-06-05,4,167.93,Email,286
446,187,2028,2025-11-03,1,95.73,In-Store,147
447,151,2029,2024-11-19,5,170.44,Social,204
448,108,2029,2025-09-17,5,127.37,Online,70
449,138,2029,2025-04-23,3,115.15,Social,211
450,116,2029,2025-05-19,4,161.44,Online,64
451,143,2029,2025-03-28,4,18.47,In-Store,137
452,139,2029,2024-12-13,2,162.16,In-Store,131
453,195,2029,2025-07-15,1,109.44,Online,67
454,113,2029,2025-08-13,3,122.3,Email,290
455,119,2029,2025-09-08,3,193.28,In-Store,144
456,196,2029,2025-12-12,1,162.21,In-Store,149
457,134,2029,2025-11-27,4,113.57,Online,74
458,197,2029,2025-08-01,2,270.16,Email,289
459,109,2029,2025-09-08,1,69.39,In-Store,144
460,165,2029,2025-02-21,4,213.33,In-Store,134
461,107,2029,2025-09-17,4,110.76,Social,218
462,177,2029,2024-12-04,3,296.45,Online,56
463,124,2029,2024-09-26,5,174.26,Email,274
464,145,2029,2025-08-28,5,87.44,Online,68
465,139,2029,2025-10-22,4,162.16,In-Store,147
466,186,2030,2022-10-04,1,29.78,In-Store,91
467,141,2030,2023-02-22,1,75.02,Social,173
468,134,2031,2022-09-21,2,113.57,In-Store,91
469,156,2031,2022-10-11,3,13.54,Email,236
470,169,2031,2022-09-03,1,105.46,Online,13
471,189,2031,2022-04-18,3,47.31,In-Store,83
472,130,2031,2022-04-30,1,117.61,Online,6
473,137,2031,2022-07-25,3,90.95,Social,162
474,186,2031,2022-12-31,2,29.78,Online,19
475,124,2032,2025-08-01,4,174.26,Online,68
476,181,2032,2024-01-12,1,231.25,In-Store,112
477,114,2032,2024-02-07,1,120.5,Online,39
478,102,2032,2025-08-12,4,175.2,In-Store,143
479,118,2032,2023-11-03,4,128.58,Online,35
480,121,2032,2025-07-04,2,126.42,Social,214
481,129,2032,2025-11-08,1,269.37,Email,294
482,183,2032,2025-05-30,4,127.82,In-Store,139
483,185,2032,2024-01-28,2,143.79,TV,333
484,181,2032,2024-10-09,4,231.25,In-Store,127
485,132,2032,2024-03-18,4,146.35,Online,42
486,118,2032,2025-04-10,2,128.58,In-Store,138
487,166,2032,2024-10-09,2,151.16,Online,52
488,156,2032,2025-06-15,1,13.54,Social,213
489,136,2032,2025-03-23,2,134.23,In-Store,136
490,104,2032,2024-06-22,3,50.25,Social,197
491,129,2032,2023-10-28,2,269.37,In-Store,109
492,134,2032,2023-04-06,5,113.57,Online,23
493,142,2032,2025-06-09,2,298.93,Online,65
494,184,2032,2025-12-28,2,120.25,Email,296
495,184,2032,2023-07-04,4,120.25,Online,29
496,147,2032,2023-05-20,5,193.11,In-Store,102
497,170,2032,2024-11-24,2,124.94,In-Store,129
498,120,2032,2024-05-14,1,186.86,Online,45
499,121,2032,2024-08-09,5,126.42,TV,341
500,191,2032,2025-01-24,1,196.98,In-Store,133
501,146,2032,2025-08-29,4,28.76,Online,69
502,169,2032,2025-01-24,1,105.46,Online,58
503,181,2032,2023-06-20,5,231.25,Online,28
504,194,2032,2024-11-17,5,70.1,Online,54
505,164,2032,2025-03-07,5,91.03,Online,60
506,182,2033,2025-10-11,3,73.37,In-Store,145
507,108,2033,2022-09-20,5,127.37,Online,13
508,177,2033,2022-04-10,5,296.45,In-Store,83
509,186,2033,2025-02-18,5,29.78,Social,208
510,187,2033,2025-03-08,1,95.73,In-Store,136
511,144,2033,2023-04-29,1,22.73,Online,24
512,183,2033,2025-07-09,1,127.82,In-Store,141
513,116,2033,2023-12-04,2,161.44,In-Store,111
514,121,2033,2025-10-27,5,126.42,Online,72
515,161,2033,2022-05-11,1,233.25,Online,6
516,153,2033,2024-03-14,2,44.91,Online,42
517,140,2033,2025-11-07,3,139.7,Online,72
518,152,2033,2025-01-27,3,72.34,In-Store,134
519,177,2033,2024-08-28,4,296.45,In-Store,124
520,181,2033,2025-02-03,3,231.25,In-Store,134
521,110,2033,2025-01-09,1,138.19,In-Store,132
522,157,2033,2022-05-31,2,140.43,Online,7
523,114,2034,2023-12-24,1,120.5,TV,330
524,171,2034,2023-03-31,3,117.28,In-Store,99
525,187,2034,2023-12-09,3,95.73,Online,36
526,163,2034,2023-03-11,1,115.65,In-Store,99
527,134,2034,2023-07-22,2,113.57,Online,30
528,137,2034,2023-04-10,2,90.95,Online,24
529,192,2034,2023-06-28,3,22.56,Email,249
530,109,2035,2022-08-14,4,69.39,Email,235
531,131,2035,2022-12-15,1,76.52,In-Store,95
532,167,2035,2023-08-30,2,75.91,In-Store,107
533,107,2035,2025-04-24,5,110.76,In-Store,138
534,174,2035,2024-07-03,3,89.89,TV,338
535,181,2035,2024-08-01,5,231.25,Online,49
536,108,2035,2023-09-01,1,127.37,In-Store,106
537,197,2035,2024-06-07,1,270.16,Online,47
538,161,2035,2024-01-09,2,233.25,Social,190
539,108,2035,2023-06-02,1,127.37,Online,27
540,135,2035,2023-05-26,1,62.14,In-Store,102
541,110,2035,2022-11-04,3,138.19,In-Store,93
542,116,2035,2024-11-23,3,161.44,In-Store,129
543,191,2036,2024-07-16,1,196.98,Online,48
