Sale_ID,Product_ID,Customer_ID,Date,Quantity,Sale_Price,Channel,Campaign_ID,Revenue
45,103,2002,2023-12-06,4,74.85,In-Store,111,299.4
46,181,2002,2025-04-23,4,231.25,Social,212,925.0
47,159,2002,2024-02-01,3,21.52,Online,39,64.56
48,127,2002,2024-12-24,3,184.65,In-Store,131,553.95
49,136,2002,2025-01-27,2,134.23,Online,58,268.46
50,162,2002,2025-05-28,3,23.29,Email,286,69.87
51,133,2002,2025-10-06,2,129.42,Social,218,258.84
52,132,2002,2025-10-14,4,146.35,Social,219,585.4
53,141,2003,2025-01-31,2,75.02,In-Store,134,150.04
54,123,2003,2024-08-25,1,28.54,In-Store,125,28.54
55,161,2003,2023-10-16,2,233.25,In-Store,108,466.5
56,154,2003,2023-08-19,4,39.53,Online,32,158.12
57,146,2003,2024-03-28,1,28.76,Online,43,28.76
58,142,2003,2024-07-12,2,298.93,Online,48,597.86
59,200,2003,2025-11-21,1,213.63,Online,75,213.63
60,146,2003,2023-09-15,1,28.76,In-Store,107,28.76
61,120,2003,2025-10-17,3,186.86,In-Store,146,560.58
62,169,2003,2023-04-30,5,105.46,Online,24,527.3
63,113,2003,2023-11-30,5,122.3,In-Store,111,611.5
64,177,2003,2023-08-26,4,296.45,In-Store,106,1185.8
65,144,2003,2023-09-09,5,22.73,In-Store,106,113.65
66,172,2003,2023-08-21,1,75.03,Online,32,75.03
67,146,2003,2024-01-02,2,28.76,Email,258,57.52
68,172,2003,2023-12-12,4,75.03,In-Store,111,300.12
69,184,2003,2025-11-10,1,120.25,Online,74,120.25
70,142,2003,2025-02-07,2,298.93,Online,59,597.86
71,144,2003,2024-03-13,4,22.73,In-Store,116,90.92
72,158,2003,2023-02-07,4,132.56,Online,20,530.24
73,140,2003,2025-11-24,3,139.7,Online,75,419.09999999999997
74,154,2003,2025-05-23,2,39.53,Online,65,79.06
75,105,2003,2025-06-06,2,45.85,Social,213,91.7
76,182,2004,2024-12-12,2,73.37,Social,205,146.74
77,146,2004,2024-12-21,3,28.76,In-Store,131,86.28
78,108,2004,2025-01-04,2,127.37,Email,280,254.74
79,154,2005,2024-06-12,5,39.53,Email,267,197.65
80,151,2005,2024-08-27,4,170.44,TV,341,681.76
81,136,2005,2024-11-17,4,134.23,In-Store,129,536.92
82,130,2005,2024-11-03,1,117.61,TV,345,117.61
83,161,2005,2025-11-16,4,233.25,Online,73,933.0
84,149,2005,2025-12-20,3,64.92,Email,295,194.76
85,132,2005,2024-06-10,5,146.35,In-Store,121,731.75
86,148,2005,2024-10-30,4,47.75,In-Store,128,191.0
87,144,2005,2025-12-11,5,22.73,In-Store,149,113.65
88,197,2005,2025-05-21,4,270.16,In-Store,139,1080.64
89,170,2005,2025-04-06,5,124.94,Online,62,624.7
90,138,2005,2024-10-09,5,115.15,Online,52,575.75
91,141,2005,2024-09-05,3,75.02,Online,51,225.06
92,136,2005,2024-11-12,5,134.23,In-Store,129,671.15
93,126,2005,2025-02-04,3,62.9,In-Store,134,188.7
94,158,2005,2025-11-01,1,132.56,Social,220,132.56
95,147,2005,2025-02-22,3,193.11,Online,60,579.33
96,114,2005,2024-10-07,5,120.5,In-Store,126,602.5
97,142,2005,2025-09-09,2,298.93,Social,217,597.86
98,146,2005,2025-11-30,2,28.76,Online,75,57.52
99,147,2005,2025-03-20,5,193.11,In-Store,136,965.5500000000001
100,138,2006,2023-12-30,2,115.15,Online,37,230.3
101,169,2006,2024-10-13,2,105.46,Social,202,210.92
102,189,2006,2023-12-31,3,47.31,Online,37,141.93
103,159,2006,2024-11-12,2,21.52,In-Store,128,43.04
104,183,2006,2025-02-24,4,127.82,Online,59,511.28
105,133,2006,2024-01-13,1,129.42,Online,39,129.42
106,184,2006,2024-04-07,2,120.25,Online,43,240.5
107,133,2006,2024-07-04,4,129.42,Online,48,517.68
108,188,2006,2024-08-05,4,12.93,In-Store,123,51.72
109,104,2006,2024-02-10,4,50.25,Social,191,201.0
110,153,2007,2024-08-26,4,44.91,TV,342,179.64
111,123,2007,2023-10-31,4,28.54,In-Store,110,114.16
112,148,2007,2024-02-11,4,47.75,Social,191,191.0
113,162,2007,2023-12-20,2,23.29,Online,37,46.58
114,188,2007,2025-01-18,4,12.93,In-Store,133,51.72
115,182,2007,2024-08-30,2,73.37,TV,343,146.74
116,192,2007,2024-01-16,1,22.56,In-Store,112,22.56
117,154,2007,2024-06-09,4,39.53,Online,47,158.12
118,158,2007,2024-01-25,2,132.56,Email,259,265.12
119,101,2007,2025-02-11,3,116.4,Email,282,349.20000000000005
120,113,2007,2024-05-13,1,122.3,In-Store,119,122.3
121,188,2007,2024-10-04,4,12.93,Online,52,51.72
122,135,2007,2023-10-04,3,62.14,In-Store,107,186.42000000000002
123,159,2007,2024-05-08,1,21.52,Online,45,21.52
124,174,2008,2024-07-06,3,89.89,Online,47,269.67
125,152,2008,2023-09-26,2,72.34,In-Store,107,144.68
126,102,2008,2024-11-02,3,175.2,Social,204,525.5999999999999
127,175,2008,2024-04-05,4,285.32,Online,43,1141.28
128,190,2008,2025-03-11,1,121.42,Online,60,121.42
129,168,2008,2025-04-06,4,151.07,Email,283,604.28
130,139,2008,2025-11-06,5,162.16,Online,73,810.8
131,185,2008,2024-01-17,4,143.79,In-Store,112,575.16
132,179,2008,2025-07-12,3,69.62,Online,67,208.86
133,109,2008,2025-05-29,4,69.39,Online,65,277.56
134,166,2008,2024-10-06,1,151.16,TV,344,151.16
135,170,2008,2024-11-24,1,124.94,Social,204,124.94
136,198,2008,2025-08-22,3,167.93,In-Store,143,503.79
137,199,2008,2024-01-02,1,105.38,Online,37,105.38
138,173,2009,2024-06-23,1,100.75,TV,339,100.75
139,186,2009,2024-04-22,2,29.78,In-Store,118,59.56
140,141,2009,2024-03-06,1,75.02,Online,41,75.02
141,188,2009,2024-12-15,2,12.93,TV,347,25.86
142,194,2009,2024-04-24,3,70.1,In-Store,119,210.29999999999998
143,153,2009,2025-03-30,2,44.91,Social,210,89.82
144,128,2009,2024-07-28,4,69.61,Online,49,278.44
145,134,2009,2024-05-29,3,113.57,Online,46,340.71
146,179,2009,2024-05-26,1,69.62,Online,46,69.62
147,184,2009,2024-09-12,1,120.25,Online,51,120.25
148,140,2010,2022-02-19,3,139.7,Online,2,419.09999999999997
149,121,2010,2022-07-06,1,126.42,Online,9,126.42
150,170,2010,2023-08-08,3,124.94,In-Store,106,374.82
151,168,2010,2022-11-12,4,151.07,In-Store,92,604.28
152,106,2010,2022-05-01,3,41.44,Online,6,124.32
153,157,2010,2025-12-31,4,140.43,Online,77,561.72
154,153,2010,2022-10-19,3,44.91,Online,15,134.73
155,124,2010,2022-09-05,2,174.26,In-Store,90,348.52
156,185,2010,2025-04-15,5,143.79,In-Store,137,718.9499999999999
157,188,2010,2024-02-28,3,12.93,Online,40,38.79
158,137,2010,2024-08-09,1,90.95,Online,49,90.95
159,149,2010,2024-04-14,1,64.92,Online,44,64.92
160,194,2010,2025-04-15,2,70.1,In-Store,137,140.2
161,157,2011,2024-02-27,4,140.43,Online,41,561.72
162,171,2011,2025-08-03,2,117.28,Online,68,234.56
163,198,2011,2024-04-11,5,167.93,TV,335,839.6500000000001
164,115,2011,2025-05-12,1,114.62,Social,212,114.62
165,102,2011,2025-07-18,2,175.2,Online,67,350.4
166,139,2011,2025-02-26,3,162.16,Social,209,486.48
167,128,2011,2024-11-14,2,69.61,In-Store,129,139.22
168,181,2011,2025-03-27,2,231.25,In-Store,137,462.5
169,122,2011,2025-05-20,1,224.2,Online,65,224.2
170,196,2011,2024-02-24,5,162.21,TV,334,811.0500000000001
171,127,2011,2025-01-06,5,184.65,TV,349,923.25
172,196,2011,2024-09-11,3,162.21,In-Store,125,486.63
173,196,2011,2025-11-30,3,162.21,Online,74,486.63
174,122,2011,2024-09-15,4,224.2,TV,344,896.8
175,129,2011,2024-09-22,2,269.37,In-Store,125,538.74
176,197,2011,2023-10-24,1,270.16,Email,255,270.16
177,129,2011,2025-09-09,5,269.37,Social,217,1346.85
178,172,2011,2025-10-11,4,75.03,Online,70,300.12
179,170,2011,2025-08-16,5,124.94,Online,68,624.7
180,146,2011,2025-09-08,1,28.76,Online,70,28.76
181,153,2012,2024-12-20,3,44.91,Online,57,134.73
182,152,2012,2025-03-06,1,72.34,Online,60,72.34
183,154,2012,2024-12-05,3,39.53,Email,279,118.59
184,163,2012,2024-11-15,4,115.65,Online,54,462.6
185,152,2012,2024-12-11,1,72.34,In-Store,131,72.34
186,172,2012,2024-10-13,3,75.03,Online,53,225.09
187,187,2012,2025-03-18,3,95.73,Social,210,287.19
188,107,2012,2024-09-11,2,110.76,Online,51,221.52
189,182,2012,2024-12-21,4,73.37,TV,348,293.48
190,114,2012,2024-09-20,1,120.5,Online,51,120.5
191,186,2012,2025-03-24,2,29.78,Online,60,59.56
192,121,2013,2024-09-11,3,126.42,In-Store,125,379.26
193,151,2013,2025-03-30,2,170.44,In-Store,136,340.88
194,125,2013,2025-08-24,5,25.35,In-Store,143,126.75
195,131,2013,2022-11-03,1,76.52,Online,15,76.52
196,129,2013,2025-09-02,5,269.37,In-Store,143,1346.85
197,151,2013,2024-01-05,1,170.44,TV,331,170.44
198,136,2013,2025-06-18,5,134.23,Social,213,671.15
199,193,2013,2022-06-27,1,28.68,Social,161,28.68
200,108,2013,2024-04-14,4,127.37,Online,43,509.48
201,101,2013,2025-05-19,3,116.4,Online,64,349.20000000000005
202,162,2013,2022-09-20,2,23.29,Online,13,46.58
203,162,2013,2024-10-30,3,23.29,Online,54,69.87
204,116,2013,2023-07-26,5,161.44,Social,181,807.2
205,129,2013,2023-09-28,4,269.37,TV,325,1077.48
206,165,2013,2023-11-16,3,213.33,Online,35,639.99
207,170,2013,2025-12-26,1,124.94,Online,77,124.94
208,161,2013,2022-08-11,3,233.25,Social,163,699.75
209,142,2013,2023-11-11,2,298.93,TV,328,597.86
210,183,2013,2022-10-12,5,127.82,In-Store,92,639.0999999999999
211,178,2013,2022-11-19,5,58.92,Online,17,294.6
212,184,2013,2023-01-04,5,120.25,Online,19,601.25
213,136,2013,2022-10-25,4,134.23,Online,15,536.92
214,136,2013,2022-11-03,1,134.23,Email,237,134.23
215,168,2013,2024-12-14,5,151.07,In-Store,130,755.3499999999999
216,136,2013,2022-11-04,1,134.23,In-Store,92,134.23
217,117,2013,2024-02-16,4,214.01,Online,40,856.04
218,158,2013,2024-10-11,5,132.56,In-Store,127,662.8
219,108,2013,2025-12-21,4,127.37,Online,77,509.48
220,130,2013,2024-11-15,5,117.61,Online,55,588.05
221,122,2013,2022-08-15,3,224.2,In-Store,88,672.5999999999999
222,175,2013,2023-01-30,5,285.32,In-Store,97,1426.6
223,184,2013,2025-10-19,2,120.25,Email,293,240.5
224,173,2013,2023-03-08,3,100.75,Online,22,302.25
225,146,2014,2024-03-25,4,28.76,Online,42,115.04
226,103,2014,2023-05-13,2,74.85,In-Store,101,149.7
227,111,2014,2025-01-20,1,78.12,Online,58,78.12
228,180,2014,2024-04-12,4,97.9,Online,43,391.6
229,159,2014,2023-08-02,3,21.52,Online,30,64.56
230,167,2014,2024-06-04,2,75.91,Online,46,151.82
231,189,2014,2023-09-14,3,47.31,In-Store,107,141.93
232,199,2014,2024-03-25,3,105.38,Online,43,316.14
233,152,2014,2023-07-19,1,72.34,Online,30,72.34
234,181,2015,2022-12-13,5,231.25,Social,170,1156.25
235,133,2015,2025-04-10,4,129.42,Online,61,517.68
236,200,2015,2023-04-06,2,213.63,In-Store,100,427.26
237,170,2015,2024-01-20,4,124.94,In-Store,113,499.76
238,198,2015,2024-10-04,3,167.93,Social,202,503.79
239,101,2015,2025-04-24,5,116.4,Online,63,582.0
240,177,2015,2023-12-25,4,296.45,Social,188,1185.8
241,140,2015,2022-05-17,1,139.7,In-Store,85,139.7
242,119,2015,2023-06-06,2,193.28,Online,28,386.56
243,186,2015,2023-12-30,4,29.78,Online,38,119.12
244,131,2015,2023-03-04,1,76.52,Online,22,76.52
245,118,2015,2022-07-21,5,128.58,Online,9,642.9000000000001
246,164,2015,2023-10-08,5,91.03,Email,254,455.15
247,118,2015,2024-02-27,1,128.58,Online,41,128.58
248,120,2015,2023-09-24,3,186.86,In-Store,107,560.58
249,200,2015,2024-01-16,2,213.63,Online,39,427.26
250,191,2015,2022-04-05,3,196.98,Email,228,590.9399999999999
251,164,2015,2022-04-03,2,91.03,Online,5,182.06
252,102,2015,2022-10-05,2,175.2,Online,13,350.4
253,147,2015,2023-06-26,3,193.11,In-Store,104,579.33
254,115,2015,2025-02-03,5,114.62,Social,207,573.1
255,113,2015,2022-07-03,2,122.3,In-Store,87,244.6
256,126,2015,2023-03-19,3,62.9,Online,23,188.7
257,138,2015,2024-07-18,2,115.15,Email,268,230.3
258,154,2015,2025-08-04,5,39.53,Online,68,197.65
259,133,2015,2022-12-21,1,129.42,In-Store,95,129.42
260,130,2016,2024-08-14,1,117.61,Social,200,117.61
261,159,2016,2024-07-12,3,21.52,Social,198,64.56
262,186,2016,2024-05-08,1,29.78,In-Store,119,29.78
263,168,2017,2025-11-16,5,151.07,Online,74,755.3499999999999
264,185,2017,2025-12-17,3,143.79,Online,76,431.37
265,157,2017,2025-06-15,3,140.43,Online,65,421.29
266,167,2017,2025-07-04,4,75.91,Online,66,303.64
267,192,2017,2025-10-13,5,22.56,In-Store,146,112.8
268,177,2017,2024-09-25,2,296.45,Online,52,592.9
269,120,2017,2024-10-23,3,186.86,Online,53,560.58
270,117,2017,2025-03-18,3,214.01,Online,61,642.03
271,183,2017,2024-05-22,1,127.82,Online,46,127.82
272,136,2017,2025-08-10,5,134.23,Online,68,671.15
273,130,2017,2025-08-03,4,117.61,Online,68,470.44
274,144,2017,2025-05-13,4,22.73,Online,64,90.92
275,165,2017,2025-03-23,4,213.33,Online,61,853.32
276,136,2017,2025-12-17,1,134.23,Online,76,134.23
277,124,2017,2025-07-23,1,174.26,In-Store,142,174.26
278,168,2017,2024-10-16,1,151.07,Online,53,151.07
279,170,2017,2025-09-07,2,124.94,In-Store,143,249.88
280,129,2017,2024-11-08,3,269.37,Online,55,808.11
281,179,2017,2025-11-05,5,69.62,Email,293,348.1
282,193,2017,2024-03-05,3,28.68,Social,192,86.03999999999999
283,146,2017,2025-04-14,5,28.76,In-Store,137,143.8
284,101,2018,2022-06-09,3,116.4,Online,8,349.20000000000005
285,153,2018,2023-08-31,1,44.91,Social,182,44.91
286,125,2018,2023-12-05,1,25.35,Online,36,25.35
287,163,2018,2023-03-05,3,115.65,Online,22,346.95000000000005
288,160,2019,2024-11-15,4,74.86,In-Store,128,299.44
289,122,2019,2024-07-09,1,224.2,Online,48,224.2
290,114,2019,2023-10-03,4,120.5,Online,33,482.0
291,177,2019,2024-06-27,1,296.45,Online,47,296.45
292,151,2019,2024-11-05,3,170.44,Email,277,511.32
293,112,2019,2023-04-03,3,58.11,Online,23,174.32999999999998
294,123,2019,2024-05-27,4,28.54,In-Store,120,114.16
295,155,2019,2025-03-01,3,71.21,In-Store,135,213.63
296,144,2019,2024-10-26,2,22.73,Online,53,45.46
297,143,2019,2025-11-24,5,18.47,In-Store,147,92.35
298,141,2019,2024-12-01,5,75.02,Social,205,375.09999999999997
299,186,2019,2025-12-22,4,29.78,Online,77,119.12
300,200,2019,2024-04-23,1,213.63,Online,43,213.63
301,132,2019,2025-12-04,3,146.35,Online,74,439.04999999999995
302,199,2019,2023-07-09,2,105.38,Online,29,210.76
303,174,2019,2025-02-27,1,89.89,Online,59,89.89
304,186,2020,2023-10-30,2,29.78,Online,34,59.56
305,160,2020,2023-09-10,1,74.86,Online,33,74.86
306,145,2020,2023-11-08,3,87.44,Online,35,262.32
307,115,2020,2023-12-22,1,114.62,Online,37,114.62
308,169,2020,2023-11-26,1,105.46,Online,36,105.46
309,164,2021,2025-01-15,4,91.03,Online,58,364.12
310,141,2021,2024-12-07,1,75.02,Online,55,75.02
311,174,2021,2024-09-02,4,89.89,Online,51,359.56
312,126,2021,2025-01-26,1,62.9,Online,59,62.9
313,101,2021,2024-12-06,2,116.4,Online,55,232.8
314,148,2021,2025-02-15,2,47.75,Online,59,95.5
315,144,2021,2025-02-20,4,22.73,Online,60,90.92
316,106,2021,2025-02-15,3,41.44,In-Store,135,124.32
317,130,2021,2024-10-05,4,117.61,Online,52,470.44
318,174,2021,2024-12-04,1,89.89,TV,347,89.89
319,187,2021,2025-02-16,4,95.73,Online,59,382.92
320,131,2021,2025-02-08,4,76.52,In-Store,134,306.08
321,192,2021,2025-05-29,2,22.56,Online,65,45.12
322,164,2021,2024-10-10,4,91.03,Online,52,364.12
323,191,2022,2025-11-11,4,196.98,Online,73,787.92
324,160,2022,2025-10-29,4,74.86,In-Store,147,299.44
325,121,2022,2025-12-18,4,126.42,Online,77,505.68
326,163,2022,2025-09-11,4,115.65,Online,70,462.6
327,129,2022,2025-10-02,5,269.37,Online,71,1346.85
328,129,2022,2025-10-22,2,269.37,Social,219,538.74
329,127,2022,2025-01-18,5,184.65,Online,58,923.25
330,117,2022,2024-12-03,2,214.01,Email,279,428.02
331,124,2022,2025-05-28,5,174.26,Online,65,871.3
332,118,2022,2025-05-06,1,128.58,Online,63,128.58
333,161,2022,2025-12-03,4,233.25,Online,75,933.0
334,194,2022,2025-02-13,4,70.1,Online,59,280.4
335,113,2022,2025-09-22,4,122.3,Online,70,489.2
336,106,2022,2025-11-15,2,41.44,Online,74,82.88
337,102,2022,2024-11-04,2,175.2,Online,54,350.4
338,187,2022,2025-11-17,4,95.73,Online,73,382.92
339,189,2022,2025-08-06,4,47.31,Online,68,189.24
340,142,2022,2025-12-24,2,298.93,Online,76,597.86
341,172,2022,2024-11-08,2,75.03,Online,54,150.06
342,110,2022,2025-07-30,2,138.19,Online,68,276.38
343,177,2022,2025-11-24,3,296.45,Online,74,889.3499999999999
344,101,2023,2024-12-18,5,116.4,Online,57,582.0
345,196,2023,2025-08-21,5,162.21,In-Store,143,811.0500000000001
346,164,2023,2025-08-31,1,91.03,Online,69,91.03
347,156,2023,2025-02-03,5,13.54,Online,59,67.69999999999999
348,177,2023,2025-09-29,2,296.45,Email,292,592.9
349,187,2023,2025-03-09,2,95.73,Online,60,191.46
350,124,2023,2025-04-02,1,174.26,Online,61,174.26
351,170,2023,2024-12-06,1,124.94,Online,55,124.94
352,132,2023,2025-11-24,2,146.35,In-Store,148,292.7
353,182,2023,2024-09-21,1,73.37,Social,201,73.37
354,157,2023,2025-02-11,2,140.43,In-Store,134,280.86
355,113,2023,2025-12-21,4,122.3,Online,76,489.2
356,120,2023,2024-12-17,3,186.86,Online,57,560.58
357,170,2023,2025-03-23,1,124.94,Online,61,124.94
358,142,2023,2025-04-21,3,298.93,In-Store,138,896.79
359,108,2023,2025-03-06,2,127.37,Online,60,254.74
360,184,2023,2025-09-26,1,120.25,In-Store,145,120.25
361,193,2023,2025-10-09,5,28.68,Online,70,143.4
362,146,2023,2024-10-17,4,28.76,In-Store,127,115.04
363,101,2023,2025-09-28,3,116.4,Online,70,349.20000000000005
364,181,2023,2025-09-23,3,231.25,TV,361,693.75
365,162,2023,2025-08-06,3,23.29,Online,68,69.87
366,136,2023,2025-12-09,4,134.23,Online,76,536.92
367,125,2024,2023-11-20,1,25.35,Online,36,25.35
368,183,2024,2024-01-31,1,127.82,Online,40,127.82
369,128,2024,2024-11-18,4,69.61,In-Store,129,278.44
370,192,2024,2024-05-13,1,22.56,Online,46,22.56
371,101,2024,2023-11-03,3,116.4,Online,34,349.20000000000005
372,174,2024,2024-01-26,2,89.89,Online,40,179.78
373,169,2024,2024-09-03,2,105.46,In-Store,124,210.92
374,130,2024,2024-05-15,2,117.61,Email,265,235.22
375,121,2024,2023-10-26,4,126.42,In-Store,108,505.68
376,187,2024,2023-11-05,3,95.73,Online,34,287.19
377,183,2025,2025-07-18,5,127.82,In-Store,142,639.0999999999999
378,193,2025,2024-07-02,3,28.68,In-Store,121,86.03999999999999
379,141,2025,2023-12-25,3,75.02,Online,37,225.06
380,133,2025,2023-12-01,2,129.42,Social,187,258.84
381,163,2025,2025-04-16,5,115.65,Social,211,578.25
382,120,2025,2024-10-19,4,186.86,In-Store,128,747.44
383,162,2025,2023-07-10,1,23.29,TV,322,23.29
384,155,2025,2023-06-27,2,71.21,Email,249,142.42
385,166,2025,2023-09-10,5,151.16,Online,33,755.8
386,140,2025,2025-07-27,2,139.7,Online,68,279.4
387,167,2025,2024-07-14,3,75.91,Online,48,227.73
388,200,2025,2023-11-23,2,213.63,In-Store,111,427.26
389,120,2025,2024-03-10,4,186.86,TV,335,747.44
390,121,2025,2023-11-27,4,126.42,Online,36,505.68
391,106,2025,2024-05-07,2,41.44,Online,45,82.88
392,138,2025,2024-07-10,4,115.15,In-Store,122,460.6
393,169,2025,2025-08-21,4,105.46,Online,69,421.84
394,155,2025,2024-05-29,1,71.21,In-Store,121,71.21
395,117,2025,2025-12-03,5,214.01,Online,74,1070.05
396,122,2025,2025-05-18,4,224.2,Online,64,896.8
397,120,2025,2024-08-11,5,186.86,In-Store,123,934.3000000000001
398,142,2026,2023-11-27,2,298.93,Online,36,597.86
399,120,2026,2024-01-21,5,186.86,In-Store,113,934.3000000000001
400,101,2026,2024-07-28,4,116.4,Email,270,465.6
401,135,2026,2025-08-09,4,62.14,Online,69,248.56
402,181,2026,2025-03-04,1,231.25,TV,351,231.25
403,193,2026,2023-11-15,5,28.68,Online,36,143.4
404,103,2026,2025-08-30,3,74.85,In-Store,144,224.54999999999998
405,173,2026,2025-08-18,5,100.75,In-Store,143,503.75
406,197,2026,2025-04-21,1,270.16,In-Store,138,270.16
407,161,2026,2024-09-17,2,233.25,Online,51,466.5
408,173,2026,2025-10-20,1,100.75,In-Store,146,100.75
409,157,2026,2025-05-01,5,140.43,Online,63,702.1500000000001
410,139,2026,2025-06-07,2,162.16,In-Store,140,324.32
411,163,2026,2025-05-19,1,115.65,Online,65,115.65
412,151,2026,2023-10-13,4,170.44,Online,33,681.76
413,186,2026,2025-03-02,1,29.78,Online,60,29.78
414,124,2027,2025-03-20,4,174.26,Online,60,697.04
415,114,2027,2024-07-15,5,120.5,In-Store,123,602.5
416,177,2027,2024-12-27,4,296.45,In-Store,132,1185.8
417,183,2027,2023-05-06,5,127.82,In-Store,101,639.0999999999999
418,135,2027,2024-10-10,3,62.14,In-Store,127,186.42000000000002
419,162,2027,2025-01-28,1,23.29,TV,350,23.29
420,168,2027,2025-08-08,1,151.07,In-Store,142,151.07
421,132,2027,2025-03-09,3,146.35,In-Store,136,439.04999999999995
422,120,2027,2023-10-20,2,186.86,In-Store,108,373.72
423,193,2027,2023-12-15,5,28.68,Email,258,143.4
424,154,2027,2025-05-15,2,39.53,Online,65,79.06
425,193,2027,2023-03-05,2,28.68,Online,22,57.36
426,159,2027,2025-02-19,5,21.52,Online,59,107.6
427,151,2027,2023-10-11,1,170.44,Online,34,170.44
428,157,2028,2024-02-28,2,140.43,Online,40,280.86
429,136,2028,2025-01-31,1,134.23,Online,58,134.23
430,173,2028,2025-04-22,5,100.75,In-Store,137,503.75
431,196,2028,2023-04-26,5,162.21,In-Store,100,811.0500000000001
432,190,2028,2024-04-02,3,121.42,Email,263,364.26
433,139,2028,2024-07-11,5,162.16,Online,48,810.8
434,165,2028,2024-03-28,3,213.33,TV,335,639.99
435,102,2028,2025-06-28,3,175.2,In-Store,141,525.5999999999999
436,118,2028,2024-04-05,3,128.58,Social,193,385.74
437,151,2028,2025-06-17,4,170.44,Social,213,681.76
438,179,2028,2024-04-29,2,69.62,Online,45,139.24
439,157,2028,2023-07-18,3,140.43,TV,323,421.29
440,113,2028,2025-04-22,3,122.3,Online,62,366.9
441,120,2028,2025-02-14,4,186.86,Online,59,747.44
442,127,2028,2025-01-19,3,184.65,Online,58,553.95
443,195,2028,2024-03-17,3,109.44,In-Store,117,328.32
444,147,2028,2023-11-09,4,193.11,In-Store,110,772.44
445,198,2028,2025-06-05,4,167.93,Email,286,671.72
446,187,2028,2025-11-03,1,95.73,In-Store,147,95.73
447,151,2029,2024-11-19,5,170.44,Social,204,852.2
448,108,2029,2025-09-17,5,127.37,Online,70,636.85
449,138,2029,2025-04-23,3,115.15,Social,211,345.45000000000005
450,116,2029,2025-05-19,4,161.44,Online,64,645.76
451,143,2029,2025-03-28,4,18.47,In-Store,137,73.88
452,139,2029,2024-12-13,2,162.16,In-Store,131,324.32
453,195,2029,2025-07-15,1,109.44,Online,67,109.44
454,113,2029,2025-08-13,3,122.3,Email,290,366.9
455,119,2029,2025-09-08,3,193.28,In-Store,144,579.84
456,196,2029,2025-12-12,1,162.21,In-Store,149,162.21
457,134,2029,2025-11-27,4,113.57,Online,74,454.28
458,197,2029,2025-08-01,2,270.16,Email,289,540.32
459,109,2029,2025-09-08,1,69.39,In-Store,144,69.39
460,165,2029,2025-02-21,4,213.33,In-Store,134,853.32
461,107,2029,2025-09-17,4,110.76,Social,218,443.04
462,177,2029,2024-12-04,3,296.45,Online,56,889.3499999999999
463,124,2029,2024-09-26,5,174.26,Email,274,871.3
