Campaign_ID,Channel,Start_Date,End_Date,Budget,Impressions,Clicks,Conversions
33,Online,2023-09-04,2023-10-18,7420.62,54991,1470,65
34,Online,2023-10-09,2023-11-07,630.47,373748,25510,1643
35,Online,2023-10-27,2023-11-22,7530.12,121083,3902,319
36,Online,2023-11-10,2023-12-19,7434.27,84106,5189,484
37,Online,2023-12-02,2024-01-07,913.08,99296,2344,131
38,Online,2023-12-27,2024-01-17,4917.13,14369,344,31
39,Online,2024-01-07,2024-02-07,8710.68,20002,751,83
40,Online,2024-01-25,2024-03-01,9777.81,62221,4618,363
41,Online,2024-02-20,2024-03-16,2389.31,250116,13416,1301
42,Online,2024-03-02,2024-03-31,3668.91,216254,13983,579
43,Online,2024-03-22,2024-05-01,3372.1,272800,9971,448
44,Online,2024-04-14,2024-05-04,9469.3,156902,5261,354
45,Online,2024-04-26,2024-05-18,7433.95,283006,21971,1955
46,Online,2024-05-11,2024-06-13,2783.43,90084,4106,266
47,Online,2024-06-01,2024-07-08,1751.84,352083,9969,830
48,Online,2024-06-29,2024-07-28,7041.05,481147,24744,1257
49,Online,2024-07-22,2024-08-31,9363.78,490830,14471,657
50,Online,2024-08-15,2024-09-07,2249.28,450151,32761,3216
51,Online,2024-08-30,2024-10-02,3381.81,400914,30479,3399
52,Online,2024-09-24,2024-10-18,7901.52,65978,1840,77
53,Online,2024-10-10,2024-11-07,6253.24,331054,11207,656
54,Online,2024-10-29,2024-11-20,7037.34,259876,7288,784
55,Online,2024-11-08,2024-12-09,2247.78,213140,10547,537
56,Online,2024-11-28,2024-12-31,7763.12,17871,1349,156
57,Online,2024-12-14,2025-01-09,7698.88,44674,1368,159
58,Online,2024-12-28,2025-02-01,7034.7,464439,22038,1316
59,Online,2025-01-21,2025-03-01,7485.65,209425,13238,946
60,Online,2025-02-18,2025-03-29,5593.51,346275,25121,2586
61,Online,2025-03-15,2025-04-18,8356.6,32238,2342,139
62,Online,2025-04-03,2025-04-24,5798.16,280599,18494,2163
63,Online,2025-04-13,2025-05-15,8901.78,415629,28951,2226
64,Online,2025-05-01,2025-05-22,7054.55,483786,13804,1468
65,Online,2025-05-10,2025-06-15,1575.13,418279,23058,2572
66,Online,2025-06-02,2025-07-05,3572.88,23061,708,61
67,Online,2025-06-26,2025-07-30,1356.71,179908,11064,1245
68,Online,2025-07-18,2025-08-30,1673.67,69855,4357,395
69,Online,2025-08-08,2025-09-09,7405.3,278260,15784,833
70,Online,2025-08-31,2025-10-14,2123.41,185737,10016,929
71,Online,2025-09-27,2025-10-22,7806.99,36901,1666,107
72,Online,2025-10-13,2025-11-11,6451.3,71632,5294,618
73,Online,2025-10-28,2025-11-17,4857.11,458481,22886,2393
74,Online,2025-11-09,2025-12-06,2560.3,355752,17269,1257
75,Online,2025-11-21,2025-12-11,2824.78,296964,10894,983
76,Online,2025-12-06,2025-12-27,2255.98,38869,2300,98
77,Online,2025-12-18,2026-01-15,8461.14,166469,6636,311
78,In-Store,2022-01-01,2022-01-26,6884.86,330387,9854,1615
79,In-Store,2022-01-15,2022-02-09,9679.79,402867,11026,2114
80,In-Store,2022-01-28,2022-02-27,4001.41,208673,7221,1234
81,In-Store,2022-02-21,2022-03-22,4972.76,73975,2281,257
82,In-Store,2022-03-10,2022-04-05,7110.38,330892,3886,577
83,In-Store,2022-03-27,2022-04-18,5094.8,371053,10442,1822
84,In-Store,2022-04-10,2022-05-19,8554.08,146136,3764,750
85,In-Store,2022-05-05,2022-06-13,5845.03,282475,9004,1258
86,In-Store,2022-06-01,2022-06-28,7231.58,111478,1120,92
87,In-Store,2022-06-21,2022-08-03,8556.66,429201,12214,1584
88,In-Store,2022-07-15,2022-08-21,8157.41,121326,1254,130
89,In-Store,2022-08-08,2022-09-06,3352.7,298355,5882,474
90,In-Store,2022-08-28,2022-09-29,7381.77,332957,12919,2323
91,In-Store,2022-09-15,2022-10-26,5051.53,258774,8777,1382
92,In-Store,2022-10-09,2022-11-12,8974.55,291525,10750,1456
93,In-Store,2022-10-31,2022-11-21,8433.5,166942,4498,725
94,In-Store,2022-11-15,2022-12-11,5985.28,183916,6250,1166
95,In-Store,2022-12-01,2022-12-29,8487.02,187813,7420,1151
96,In-Store,2022-12-19,2023-01-27,4200.88,322051,4349,756
97,In-Store,2023-01-12,2023-02-23,800.47,226986,2860,529
98,In-Store,2023-02-08,2023-03-06,5488.45,101757,1360,236
99,In-Store,2023-02-28,2023-04-03,5306.95,428919,10499,1469
100,In-Store,2023-03-19,2023-05-01,8801.85,172717,5745,558
101,In-Store,2023-04-19,2023-05-30,9930.84,117577,3731,504
102,In-Store,2023-05-16,2023-06-08,539.04,498813,5647,1026
103,In-Store,2023-06-01,2023-07-05,8947.27,64055,1640,260
104,In-Store,2023-06-20,2023-08-03,3465.36,477735,7784,810
105,In-Store,2023-07-15,2023-08-14,7841.48,361862,4895,479
106,In-Store,2023-08-04,2023-09-12,5816.44,63674,1031,125
107,In-Store,2023-08-29,2023-10-10,8138.03,310984,5393,477
108,In-Store,2023-09-27,2023-11-03,4714.65,78196,849,159
109,In-Store,2023-10-16,2023-11-06,1318.14,215477,3311,501
110,In-Store,2023-10-26,2023-12-07,4735.44,196449,3805,677
111,In-Store,2023-11-22,2024-01-06,5568.11,493804,16133,2192
112,In-Store,2023-12-15,2024-01-18,1424.0,172734,5274,871
113,In-Store,2024-01-07,2024-02-03,1865.36,479605,13672,2591
114,In-Store,2024-01-20,2024-03-01,3638.12,461302,16824,2261
115,In-Store,2024-02-10,2024-03-04,3838.69,251823,8907,1014
116,In-Store,2024-02-21,2024-03-16,5325.52,222696,7688,1350
117,In-Store,2024-03-03,2024-03-25,8028.09,289312,6894,1040
118,In-Store,2024-03-16,2024-04-22,2010.69,262903,5656,683
119,In-Store,2024-04-10,2024-05-13,7950.98,238250,6436,779
120,In-Store,2024-05-04,2024-06-14,6861.25,397641,15080,2245
121,In-Store,2024-05-29,2024-07-07,4897.63,301025,3892,519
122,In-Store,2024-06-21,2024-07-13,6183.46,369403,12715,2194
123,In-Store,2024-07-03,2024-08-12,6771.57,57465,949,91
124,In-Store,2024-07-27,2024-09-10,501.75,86926,2592,348
125,In-Store,2024-08-22,2024-09-29,4748.02,117825,3587,423
126,In-Store,2024-09-14,2024-10-13,9225.77,237922,7502,1423
127,In-Store,2024-10-04,2024-10-24,6309.16,277609,6142,585
128,In-Store,2024-10-15,2024-11-21,9695.05,10442,324,57
129,In-Store,2024-11-07,2024-11-27,2734.79,378166,10477,1624
130,In-Store,2024-11-19,2024-12-21,4634.31,120738,3607,494
131,In-Store,2024-12-06,2025-01-06,8479.65,90880,1695,313
132,In-Store,2024-12-25,2025-01-16,6659.7,85495,2705,374
133,In-Store,2025-01-08,2025-01-30,1803.59,432545,9721,1309
134,In-Store,2025-01-21,2025-02-23,6420.86,248233,6275,917
135,In-Store,2025-02-11,2025-03-10,2265.01,326970,3342,467
136,In-Store,2025-02-27,2025-04-04,3057.88,495786,13081,1622
137,In-Store,2025-03-25,2025-04-29,7196.38,69330,1900,371
138,In-Store,2025-04-10,2025-05-23,5500.88,460547,18196,3156
139,In-Store,2025-05-10,2025-06-15,8954.2,56371,978,152
140,In-Store,2025-06-01,2025-06-23,6998.7,292694,9934,1167
141,In-Store,2025-06-12,2025-07-19,7896.01,255822,6042,1140
142,In-Store,2025-07-07,2025-08-09,3852.69,428498,8072,808
143,In-Store,2025-07-28,2025-09-09,3388.67,421577,11345,991
144,In-Store,2025-08-26,2025-10-03,990.39,162962,5584,865
145,In-Store,2025-09-20,2025-10-14,5303.16,456402,15295,1686
146,In-Store,2025-10-06,2025-11-03,634.93,68484,1925,364
147,In-Store,2025-10-22,2025-11-25,4012.78,101959,1818,298
148,In-Store,2025-11-11,2025-12-02,3757.06,54250,2116,320
149,In-Store,2025-11-24,2026-01-07,9939.06,413894,8896,1416
150,In-Store,2025-12-27,2026-01-15,5988.7,451362,9186,1442
151,Social,2022-01-01,2022-01-22,2092.2,219057,12726,618
152,Social,2022-01-14,2022-02-10,4108.11,379941,19455,695
153,Social,2022-01-30,2022-02-19,3243.53,428019,23928,1452
154,Social,2022-02-10,2022-03-03,1424.96,288550,20485,1584
155,Social,2022-02-19,2022-03-19,3682.19,150030,12630,446
156,Social,2022-03-08,2022-04-21,6915.27,136771,10770,595
157,Social,2022-04-03,2022-05-14,7057.64,104328,4701,97
158,Social,2022-04-27,2022-05-17,4406.86,285389,8080,377
159,Social,2022-05-08,2022-06-05,2334.26,22425,1559,36
160,Social,2022-05-27,2022-07-05,6561.79,381235,36836,927
161,Social,2022-06-22,2022-08-02,7756.65,349689,22829,1781
162,Social,2022-07-20,2022-08-14,2906.69,254819,18560,455
163,Social,2022-08-04,2022-09-17,4556.34,483637,35502,2350
164,Social,2022-09-02,2022-09-30,7882.51,210696,10763,858
165,Social,2022-09-18,2022-10-13,4685.46,267803,26339,843
166,Social,2022-09-30,2022-11-04,1530.09,293446,23914,791
167,Social,2022-10-23,2022-12-04,2960.46,28277,730,39
168,Social,2022-11-16,2022-12-06,9016.87,88042,6359,127
169,Social,2022-11-25,2022-12-23,1940.27,182926,16896,920
170,Social,2022-12-12,2023-01-16,4642.55,452524,35397,2433
171,Social,2023-01-01,2023-01-21,4152.03,371371,31729,1552
172,Social,2023-01-13,2023-02-12,6977.44,220037,5372,428
173,Social,2023-02-02,2023-03-11,8606.75,188290,4977,236
174,Social,2023-02-26,2023-03-24,2177.87,30620,2982,177
175,Social,2023-03-12,2023-04-04,6490.86,198356,11687,854
176,Social,2023-03-27,2023-04-20,839.13,23298,1807,100
177,Social,2023-04-13,2023-05-28,5635.24,171339,10276,800
178,Social,2023-05-19,2023-06-09,3723.21,187061,15530,350
179,Social,2023-05-27,2023-07-07,5469.64,365508,32755,1709
180,Social,2023-06-27,2023-07-19,850.34,84234,4979,105
181,Social,2023-07-11,2023-08-01,2805.48,350150,10659,323
182,Social,2023-07-21,2023-09-04,1424.28,330458,11121,616
183,Social,2023-08-26,2023-09-18,5222.86,428997,29708,706
184,Social,2023-09-07,2023-10-22,8441.01,396887,29477,1162
185,Social,2023-10-10,2023-11-16,1804.63,448528,43585,1429
186,Social,2023-10-31,2023-11-30,1100.61,153599,4807,215
187,Social,2023-11-19,2023-12-14,4667.28,495320,32967,923
188,Social,2023-12-03,2024-01-11,4073.25,92708,1970,96
189,Social,2023-12-25,2024-01-16,7214.04,321285,29221,1314
190,Social,2024-01-08,2024-02-19,1705.48,85019,6052,310
191,Social,2024-02-05,2024-03-15,7070.9,322618,11098,554
192,Social,2024-03-03,2024-04-17,3361.4,229564,4675,159
193,Social,2024-03-27,2024-04-19,6379.75,462319,37397,1958
194,Social,2024-04-06,2024-05-17,2477.03,37823,1342,90
195,Social,2024-05-04,2024-06-08,2175.08,361347,33899,787
196,Social,2024-05-27,2024-06-29,2888.13,333390,28142,1843
197,Social,2024-06-11,2024-07-02,9286.18,102215,3336,72
198,Social,2024-06-26,2024-07-23,7353.33,320748,21291,961
199,Social,2024-07-15,2024-08-11,7900.27,180987,6917,236
200,Social,2024-08-01,2024-09-02,8967.97,48550,2800,137
201,Social,2024-08-26,2024-09-21,9314.93,248546,8511,360
202,Social,2024-09-12,2024-10-22,3906.61,151397,5477,151
203,Social,2024-10-12,2024-11-09,1796.76,456510,26131,1178
204,Social,2024-11-02,2024-12-01,6234.54,423949,35427,2733
205,Social,2024-11-21,2024-12-28,8622.54,55337,2929,150
206,Social,2024-12-20,2025-01-27,4998.15,252621,10694,682
207,Social,2025-01-17,2025-02-13,3609.31,313807,11859,897
208,Social,2025-02-04,2025-02-24,4468.83,33186,770,37
209,Social,2025-02-19,2025-03-24,5545.66,261275,22150,1368
210,Social,2025-03-08,2025-04-04,1289.37,404830,8498,543
211,Social,2025-03-29,2025-04-29,3310.01,349549,34925,731
212,Social,2025-04-20,2025-06-01,4863.19,309043,24656,529
213,Social,2025-05-18,2025-06-29,4350.92,424113,38053,2192
214,Social,2025-06-19,2025-07-29,1171.64,478416,36005,1867
215,Social,2025-07-13,2025-08-24,9487.91,294392,19435,630
216,Social,2025-08-10,2025-09-09,7489.73,38737,2369,176
217,Social,2025-08-30,2025-09-22,4138.07,253978,17659,740
218,Social,2025-09-09,2025-10-21,1136.56,381896,31271,885
219,Social,2025-10-03,2025-10-26,6665.86,396599,37729,2067
220,Social,2025-10-21,2025-12-04,7577.66,128194,5850,432
221,Social,2025-11-18,2025-12-16,1017.37,205461,9783,481
222,Social,2025-12-08,2026-01-12,7243.34,365628,31455,2326
223,Email,2022-01-01,2022-02-15,6896.41,373448,47448,8175
224,Email,2022-01-25,2022-02-16,1261.62,480782,24739,4318
225,Email,2022-02-06,2022-03-06,1564.23,87570,7842,1284
226,Email,2022-02-21,2022-03-13,3285.11,367775,34928,2345
227,Email,2022-03-03,2022-04-15,6624.5,162838,8579,453
228,Email,2022-04-02,2022-05-12,3690.84,313407,22294,2987
229,Email,2022-04-25,2022-06-05,7120.2,451402,43251,4737
230,Email,2022-05-23,2022-06-17,7998.04,128899,11357,2001
231,Email,2022-06-11,2022-07-05,3854.65,249036,36046,4701
232,Email,2022-06-22,2022-07-21,2231.66,101938,13325,1866
233,Email,2022-07-13,2022-08-07,2760.1,31575,4712,587
234,Email,2022-07-28,2022-08-22,2448.98,380742,13007,1186
235,Email,2022-08-12,2022-09-15,5628.73,95247,8956,589
236,Email,2022-08-29,2022-10-12,1881.15,250145,35354,2484
237,Email,2022-10-01,2022-11-06,3647.17,379859,24868,4139
238,Email,2022-10-27,2022-12-07,1897.29,306344,35972,6111
239,Email,2022-11-24,2023-01-06,5050.32,31013,1449,176
240,Email,2022-12-20,2023-01-28,8488.33,243818,17771,1642
241,Email,2023-01-17,2023-02-24,5501.12,419617,59703,5142
242,Email,2023-02-05,2023-03-11,6932.1,55810,8209,831
243,Email,2023-02-25,2023-04-05,5359.78,39385,5475,530
244,Email,2023-03-18,2023-04-18,4168.07,16391,1051,100
245,Email,2023-04-09,2023-05-01,2549.1,475465,39609,7091
246,Email,2023-04-24,2023-05-19,8153.89,480665,38866,6472
247,Email,2023-05-05,2023-06-13,1317.74,118938,7896,1409
248,Email,2023-05-31,2023-06-22,9364.95,319685,38596,2373
249,Email,2023-06-13,2023-07-16,2161.48,252283,29070,4307
250,Email,2023-07-02,2023-08-03,3249.9,267208,9370,1474
251,Email,2023-07-25,2023-08-29,5813.17,252982,14405,2201
252,Email,2023-08-14,2023-09-23,8425.31,257747,11573,1580
253,Email,2023-09-08,2023-10-13,9114.54,348053,20663,1353
254,Email,2023-10-01,2023-11-09,7582.87,314645,27581,2942
255,Email,2023-10-21,2023-11-25,9755.46,439014,19470,2270
256,Email,2023-11-14,2023-12-09,6025.72,86617,5921,972
257,Email,2023-11-28,2023-12-19,3090.37,229946,24454,4259
258,Email,2023-12-08,2024-01-13,6569.99,50279,4608,689
259,Email,2023-12-31,2024-02-08,7649.97,295061,20274,1847
260,Email,2024-01-29,2024-02-26,7011.72,370891,27261,3256
261,Email,2024-02-16,2024-03-07,1801.02,157543,11778,1331
262,Email,2024-02-28,2024-03-22,2569.82,273917,15485,1153
263,Email,2024-03-13,2024-04-24,8398.45,285593,37563,5357
264,Email,2024-04-14,2024-05-17,4874.67,50055,2201,147
265,Email,2024-05-01,2024-05-30,7064.98,82883,10612,1758
266,Email,2024-05-20,2024-06-14,7244.0,25078,2992,195
267,Email,2024-05-30,2024-06-23,7036.45,171180,7710,516
268,Email,2024-06-08,2024-07-22,7948.28,50755,1637,184
269,Email,2024-07-08,2024-07-31,811.53,355919,32608,1881
270,Email,2024-07-20,2024-08-10,1129.35,360007,11243,703
271,Email,2024-07-29,2024-08-24,6082.23,114870,5993,573
272,Email,2024-08-09,2024-09-06,9513.52,192366,13901,2240
273,Email,2024-08-27,2024-09-23,5296.64,45828,1919,240
274,Email,2024-09-11,2024-10-23,2319.7,157774,7985,1181
275,Email,2024-10-01,2024-10-24,9280.2,492595,44581,6330
276,Email,2024-10-12,2024-11-06,4676.83,66268,3426,329
277,Email,2024-10-28,2024-12-03,2661.77,69163,8394,762
278,Email,2024-11-18,2024-12-12,5210.25,199399,22844,2796
279,Email,2024-11-30,2025-01-04,1599.36,158694,13462,1961
280,Email,2024-12-24,2025-01-20,5762.2,162352,24059,2541
281,Email,2025-01-11,2025-02-21,3990.69,16703,2502,285
282,Email,2025-02-02,2025-03-10,6756.21,54567,2417,244
283,Email,2025-03-01,2025-04-13,9290.26,98459,3718,657
284,Email,2025-03-26,2025-04-27,1666.24,449410,36386,4180
285,Email,2025-04-16,2025-05-24,3093.24,423921,53464,9228
286,Email,2025-05-07,2025-06-15,9526.32,264034,24124,1668
287,Email,2025-06-03,2025-07-01,5148.74,131017,13809,932
288,Email,2025-06-20,2025-07-12,5232.28,24024,3523,351
289,Email,2025-07-05,2025-08-03,6408.68,60506,7334,996
290,Email,2025-07-23,2025-09-06,4927.21,163911,17940,2040
291,Email,2025-08-19,2025-10-03,8666.89,296586,9526,1422
292,Email,2025-09-26,2025-10-28,4776.1,457151,34359,3771
293,Email,2025-10-11,2025-11-21,8673.43,168882,22995,1640
294,Email,2025-11-07,2025-12-19,4196.26,410561,17705,2438
295,Email,2025-12-04,2026-01-10,5936.0,259514,25294,1778
296,Email,2025-12-24,2026-01-15,6114.93,208074,21646,2074
297,TV,2022-01-01,2022-01-22,767.4,33655,276,6
298,TV,2022-01-13,2022-02-02,7769.34,337760,4570,63
299,TV,2022-01-24,2022-02-26,3837.06,356680,3961,76
300,TV,2022-02-15,2022-03-29,1122.25,169861,1335,22
301,TV,2022-03-17,2022-04-20,6748.79,231497,4445,204
302,TV,2022-04-03,2022-05-08,6085.9,175944,2541,65
303,TV,2022-04-26,2022-05-19,7063.21,117955,1580,47
304,TV,2022-05-12,2022-06-06,6340.86,200491,5861,105
305,TV,2022-05-30,2022-07-06,2533.76,149017,922,45
306,TV,2022-06-23,2022-08-01,7557.44,58212,1335,44
307,TV,2022-07-20,2022-08-11,5881.07,288430,4869,89
308,TV,2022-08-01,2022-08-30,5294.08,167238,2646,83
309,TV,2022-08-16,2022-09-13,6437.16,247622,5395,172
310,TV,2022-09-02,2022-10-14,5404.13,107800,2093,38
311,TV,2022-10-02,2022-11-05,3045.39,344457,6309,218
312,TV,2022-10-25,2022-12-02,7402.84,41395,747,18
313,TV,2022-11-17,2022-12-30,7010.41,167430,4370,115
314,TV,2022-12-22,2023-01-31,2433.8,226236,2640,56
315,TV,2023-01-11,2023-02-19,2743.23,135033,1058,18
316,TV,2023-02-03,2023-03-09,5111.13,238659,3711,171
317,TV,2023-02-23,2023-03-19,776.85,424014,10637,386
318,TV,2023-03-10,2023-04-22,5115.5,20437,130,5
319,TV,2023-04-06,2023-04-28,9055.46,223388,6125,225
320,TV,2023-04-21,2023-06-03,8506.13,133753,1043,41
321,TV,2023-05-22,2023-07-02,8375.33,416383,11779,236
322,TV,2023-06-23,2023-08-01,1661.63,432936,5556,240
323,TV,2023-07-18,2023-08-30,2741.41,231705,2421,34
324,TV,2023-08-13,2023-09-16,4379.57,462408,9126,270
325,TV,2023-09-05,2023-10-05,5684.58,258960,5714,277
326,TV,2023-09-28,2023-10-29,5014.61,202801,5178,56
327,TV,2023-10-20,2023-11-10,8493.99,357195,8920,108
328,TV,2023-11-01,2023-11-28,2903.34,211688,2695,130
329,TV,2023-11-14,2023-12-07,5581.65,133932,3541,90
330,TV,2023-11-30,2023-12-28,3358.44,441335,10555,231
331,TV,2023-12-21,2024-01-24,6497.85,471094,11921,426
332,TV,2024-01-15,2024-02-06,8320.38,267788,4492,119
333,TV,2024-01-27,2024-02-29,8829.23,440042,3304,54
334,TV,2024-02-17,2024-03-19,4498.27,392327,9939,392
335,TV,2024-03-10,2024-04-23,994.94,346379,3322,92
336,TV,2024-04-12,2024-05-14,2400.72,170194,2185,29
337,TV,2024-04-28,2024-06-09,9711.81,445484,9457,143
338,TV,2024-05-26,2024-07-10,9424.47,246710,4183,164
339,TV,2024-06-19,2024-07-27,8354.3,429183,5169,69
340,TV,2024-07-12,2024-08-13,9475.19,473649,9122,98
341,TV,2024-07-27,2024-09-05,6314.03,129908,3594,175
342,TV,2024-08-16,2024-09-10,972.94,334012,5251,107
343,TV,2024-08-29,2024-09-23,9498.81,71525,382,11
344,TV,2024-09-14,2024-10-25,5194.42,127694,2916,51
345,TV,2024-10-15,2024-11-13,7591.21,210316,1736,76
346,TV,2024-11-03,2024-12-16,6933.29,229325,2180,90
347,TV,2024-11-27,2024-12-24,6367.96,485701,5443,181
348,TV,2024-12-17,2025-01-06,4954.38,466887,6107,230
349,TV,2024-12-27,2025-01-28,7230.31,395930,7890,101
350,TV,2025-01-19,2025-02-18,9345.11,256904,7117,354
351,TV,2025-02-09,2025-03-23,7608.3,33861,173,5
352,TV,2025-03-07,2025-04-17,4023.56,477783,9072,301
353,TV,2025-03-30,2025-05-04,9338.11,470270,7854,106
354,TV,2025-04-23,2025-05-17,2973.86,174243,1063,16
355,TV,2025-05-10,2025-06-22,3925.63,235488,2843,128
356,TV,2025-06-09,2025-07-15,3473.6,478017,4361,172
357,TV,2025-07-04,2025-08-10,8603.82,354677,7418,204
358,TV,2025-07-27,2025-08-23,2239.84,256545,2951,112
359,TV,2025-08-12,2025-09-02,4694.44,381735,7261,205
360,TV,2025-08-20,2025-09-13,1674.72,59061,596,12
361,TV,2025-09-03,2025-10-09,8314.43,305303,8326,278
362,TV,2025-09-29,2025-11-04,7785.05,104670,1613,21
363,TV,2025-10-22,2025-11-14,8929.99,23611,285,14
364,TV,2025-11-03,2025-12-11,9326.91,65611,1700,27
365,TV,2025-11-21,2026-01-01,5058.62,339439,9803,331
366,TV,2025-12-15,2026-01-15,6412.47,247555,3248,127
